Class-IRI	Class-Text
fma:Common_carotid_artery	carotid artery <sep> common carotid artery <sep> trunk of common carotid tree <sep> arteria carotis communis
fma:Vertebral_artery	vertebral artery <sep> arteria vertebralis
fma:Chief_cell	chief cell
fma:Proximal_phalanx_of_finger	proximal phalanx of finger <sep> phalanx proximalis manus
fma:Mesangium	mesangium
fma:Set_of_seminiferous_tubules	convoluted seminiferous tubules <sep> seminiferous tubules <sep> seminiferous tubules set <sep> set of seminiferous tubules <sep> tubuli seminiferi contorti
fma:Alveus_of_hippocampus	alveus of hippocampus <sep> neuraxis alveus
fma:Nucleus_ambiguus	ambiguus nucleus <sep> nucleus ambiguus <sep> nucleus innominatus
fma:Cerebral_aqueduct	aqueduct (sylvius) <sep> aqueduct of sylvius <sep> aqueduct of midbrain <sep> cerebral aqueduct <sep> cerebral aqueduct of sylvius <sep> aquaductus mesencephali <sep> aquaeductus sylvii <sep> aquaeductus cerebri <sep> aqueductus cerebri <sep> aqueductus mesencephali <sep> iter <sep> sylvian aqueduct
fma:Parietal_pleura	parietal pleura <sep> pleura parietalis
fma:Skin_of_external_ear	external ear skin <sep> skin of external ear
fma:Cerebral_vein	cerebral vein
fma:Internal_jugular_vein	internal jugular vein <sep> internal jugular venous tree <sep> vena jugularis interna
fma:Urachus	urachus
fma:Lobar_bronchus	lobar bronchus <sep> secondary bronchus
fma:Limb	extremity <sep> limb
fma:Posterior_root_of_spinal_nerve	dorsal root of spinal nerve <sep> dorsal spinal nerve root <sep> posterior root of spinal nerve <sep> radix posterior (nervus spinalis) <sep> radix sensoria (nervus spinalis) <sep> sensory root of spinal nerve
fma:Left_testis	left testicle <sep> left testis
fma:Esophagus	esophagus <sep> gullet <sep> oesophagus
fma:Photoreceptor_cell	photoreceptor cell
fma:Supramarginal_gyrus	anterior part of inferior parietal lobule <sep> inferior parietal lobule (krieg) <sep> supramarginal gyrus <sep> gyrus supramarginalis
fma:Ovary	ovary <sep> ovarium
fma:Glomerular_basement_membrane	glomerular basement membrane
fma:Longitudinal_fissure	hemispheric sulcus <sep> interhemispheric fissure <sep> longitudinal cerebral fissure <sep> longitudinal fissure <sep> longitudinal sulcus <sep> medial longitudinal fissure <sep> sagittal fissure <sep> fissura interhemispherica <sep> fissura longitudinalis cerebrales <sep> fissura longitudinalis cerebri <sep> fissura longitudinalis magna
fma:Pericardial_artery	pericardial artery <sep> pericardial branch of internal thoracic artery
fma:White_matter_of_cerebellum	cerebellar white matter <sep> white matter of cerebellum
fma:Caproic_acid	caproic acid <sep> hexanoic acid
fma:Antihemophilic_globulin	ahf <sep> ahg <sep> antihemophilic factor <sep> antihemophilic factor a <sep> antihemophilic globulin <sep> blood clotting factor viii
fma:Oncocyte	oncocyte
fma:Muscle	muscle <sep> musculus
fma:Beta_adrenergic_receptor	beta adrenergic receptor
fma:White_matter_of_spinal_cord	white matter of spinal cord <sep> white substance of spinal cord <sep> substantia alba medullae spinalis
fma:Surface_of_bone	bone surface <sep> surface of bone
fma:Bone_of_pisiform	bone of pisiform <sep> bone of pisiform bone
fma:Branch_of_posterior_cerebral_artery	branch of posterior cerebral artery <sep> posterior cerebral arterial branch
fma:Fundus_of_stomach	fundus gastricus (ventricularis) <sep> fundus of stomach <sep> gastric fundus <sep> fundus gastricus
fma:Palate	oral roof <sep> palate <sep> roof of mouth <sep> palatum
fma:Ciliary_muscle	ciliary muscle <sep> musculus ciliaris
fma:Left_brachiocephalic_vein	left brachiocephalic vein <sep> left innominate vein <sep> vena brachiocephalica sinistra
fma:Femoral_vein	femoral vein <sep> vena femoralis
fma:Axodendritic_synapse	axodendritic synapse
fma:Stylopharyngeus	stylopharyngeus <sep> musculus stylopharyngeus
fma:Superior	superior
fma:Parathyroid_gland	parathyroid gland <sep> glandula parathyroidea
fma:Iliolumbar_artery	iliolumbar artery <sep> arteria iliolumbalis
fma:Acinar_cell	acinar cell
fma:Frontal_horn_of_lateral_ventricle	anterior horn of lateral ventricle <sep> frontal horn of lateral ventricle <sep> cornu anterius (ventriculi lateralis) <sep> cornu anterius ventriculi lateralis <sep> cornu frontale (ventriculi lateralis) <sep> cornu frontale ventriculi lateralis <sep> ventriculus lateralis, cornu anterius
fma:Depressor_labii_inferioris	depressor labii inferioris <sep> musculus depressor labii inferioris
fma:External_anal_sphincter	external anal sphincter <sep> external sphincter ani <sep> sphincter ani externus <sep> musculus sphincter ani externus
fma:Microglial_cell	microglial cell <sep> microgliocyte <sep> small glial cell
fma:Body_of_vertebra	body of vertebra <sep> corpus vertebrae (vertebrale) <sep> vertebral body <sep> corpus vertebrae
fma:Endocrine_pancreas	endocrine pancreas <sep> pars endocrina pancreatis
fma:Endothelium_of_artery	arterial endothelium <sep> endothelium of artery
fma:Hair_follicle	hair follicle <sep> folliculus pili
fma:Bulbus_cordis	bulbus cordis
fma:Deoxyribonucleic_acid	dna <sep> dna molecule <sep> deoxyribonucleic acid
fma:Celiac_ganglion	celiac ganglion <sep> coeliac ganglion
fma:Tarsal_bone	ankle bone <sep> bone of ankle <sep> bone of tarsus <sep> tarsal bone
fma:Unencapsulated_nerve_ending	free nerve ending <sep> unencapsulated nerve ending
fma:Hilum_of_kidney	hilum of kidney <sep> renal hilum <sep> hilum renale
fma:Prepuce_of_penis	foreskin <sep> penile prepuce <sep> prepuce of penis <sep> preputium penis
fma:Pyloric_antrum	antrum of stomach <sep> gastric antrum <sep> pyloric antrum <sep> antrum pyloricum
fma:Pharyngeal_tonsil	adenoid <sep> nasopharyngeal tonsil <sep> pharyngeal tonsil <sep> tonsil of luschka <sep> tonsilla pharyngealis
fma:Psoas_major	psoas major <sep> psoas major muscle <sep> musculus psoas major
fma:Stereocilium	stereocilium
fma:Type_D_cell_of_pancreatic_islet	d-cell of pancreatic islet <sep> delta cell of islet <sep> delta cell of pancreatic islet <sep> pancreatic d-cell <sep> pancreatic delta cell <sep> somatostatin-secreting pancreatic cell <sep> type d cell of pancreatic islet
fma:Tail_of_spermatozoon	cauda (spermatozoon) <sep> cauda of sperm <sep> cauda of spermatozoon <sep> flagellum of spermatozoon <sep> spermatozoon tail <sep> tail of sperm <sep> tail of spermatozoon
fma:Anterior_segment_of_eyeball	anterior segment of eyeball <sep> segmentum anterius (bulbus oculi) <sep> segmentum anterius bulbi oculi
fma:Set_of_medial_tarsal_arteries	medial tarsal arteries <sep> medial tarsal arteries set <sep> set of medial tarsal arteries <sep> arteriae tarsales mediales
fma:Anterior_cerebral_artery	anterior cerebral artery <sep> arteria cerebri anterior
fma:Lumbar_nerve_plexus	lumbar nerve plexus <sep> lumbar plexus <sep> plexus lumbalis
fma:Glucagon_secreting_cell	glucagon-secreting cell
fma:Endoderm	endoderm
fma:Set_of_fingers	digits of hand <sep> fingers including thumb <sep> fingers set <sep> set of digits of hand <sep> set of fingers <sep> digiti manus
fma:Pulmonary_trunk	pulmonary artery (trunk) <sep> pulmonary trunk <sep> trunk of pulmonary arterial tree <sep> truncus pulmonalis
fma:Lunate_sulcus	lunate fissure <sep> lunate sulcus <sep> affenfurche <sep> affenspalte (crosby) <sep> bodenfurche <sep> sulcus lunatus <sep> sulcus simialis
fma:Cave_of_septum_pellucidum	cave of septum pellucidum <sep> cavum of septum pellucidum <sep> fifth ventricle <sep> septum pellucidum cave <sep> ventriculus septi pellucidi <sep> cavum septi pellucidi
fma:Mesangial_cell	glomerular mesangial cell <sep> mesangial cell <sep> mesangial cell of glomerulus
fma:Trabecula_of_spleen	splenic trabecula <sep> trabecula of spleen
fma:Cerebral_aqueduct	aqueduct (sylvius) <sep> aqueduct of sylvius <sep> aqueduct of midbrain <sep> cerebral aqueduct <sep> cerebral aqueduct of sylvius <sep> aquaductus mesencephali <sep> aquaeductus sylvii <sep> aquaeductus cerebri <sep> aqueductus cerebri <sep> aqueductus mesencephali <sep> iter <sep> sylvian aqueduct
fma:Endocrine_gland	ductless gland <sep> endocrine gland <sep> glandula endocrina
fma:Occipital_horn_of_lateral_ventricle	occipital horn of lateral ventricle <sep> posterior horn of lateral ventricle <sep> cornu occipitale (ventriculi lateralis) <sep> cornu occipitale ventriculi lateralis <sep> cornu posterius (ventriculi lateralis) <sep> cornu posterius ventriculi lateralis <sep> ventriculus lateralis, cornu occipitale <sep> ventriculus lateralis, cornu posterius
fma:Head_of_rib	head of rib <sep> rib head <sep> caput costae
fma:Abducens_nerve	abducens nerve <sep> abducens nerve [vi] <sep> abducens nerve tree <sep> abducent nerve <sep> abducent nerve [vi] <sep> lateral rectus nerve <sep> nervus abducens <sep> sixth cranial nerve <sep> nerve vi <sep> nervus abducens [vi]
fma:Lamina_densa	electron-dense layer of basal lamina of connective tissue <sep> lamina densa
fma:Scala_media	scala media
fma:Atrioventricular_bundle	atrioventricular bundle <sep> atrioventricular bundle muscle tissue <sep> atrioventricular fasciculus <sep> bundle of his <sep> fasciculus atrioventricularis
fma:Parasympathetic_ganglion	parasympathetic ganglion <sep> ganglion parasympathicum
fma:Postcapillary_venule	postcapillary venule
fma:Epididymis	epididymis
fma:Nasopharynx	nasal part of pharynx <sep> nasopharynx <sep> rhinopharynx <sep> pars nasalis pharyngis
fma:Ejaculatory_duct	ejaculatory duct <sep> ductus ejaculatorius
fma:Gray_matter_of_spinal_cord	gray matter of spinal cord <sep> gray substance of spinal cord <sep> grey matter of spinal cord <sep> grey substance of spinal cord <sep> substantia grisea medullae spinalis
fma:Prepuce_of_penis	foreskin <sep> penile prepuce <sep> prepuce of penis <sep> preputium penis
fma:Squamous_cell_of_ectocervix	ectocervical squamous cell <sep> squamous cell of ectocervix
fma:Median_aperture_of_fourth_ventricle	foramen of magendie <sep> foramen of majendie <sep> median aperture of fourth ventricle <sep> apertura mediana <sep> apertura mediana ventriculi quarti
fma:Endothelium_of_venule	endothelium of venule <sep> venule endothelium
fma:Atlanto_axial_joint	atlanto-axial joint
fma:Ganglioside	ganglioside
fma:Upper_lobe_of_right_lung	right upper lobe <sep> right upper lobe of lung <sep> superior lobe of right lung <sep> upper lobe of right lung <sep> lobus superior (pulmo dexter) <sep> lobus superior pulmonis dextri
fma:Pancreatic_tributary_of_splenic_vein	pancreatic tributary of splenic vein <sep> pancreatic vein
fma:Nonmembranous_cytoplasmic_organelle	nonmembranous cytoplasmic organelle
fma:Exocrine_gland	ducted gland <sep> exocrine gland <sep> glandula exocrina
fma:Fourth_ventricle	fourth ventricle <sep> ventriculus quartus <sep> ventriculus quartuus
fma:Isoleucine	isoleucine
fma:Round_ligament_of_uterus	hunter's ligament <sep> round ligament of uterus <sep> ligamentum teres uteri
fma:Set_of_accessory_lacrimal_glands	accessory lacrimal glands <sep> accessory lacrimal glands set <sep> glands of krause <sep> glands of wolfring <sep> set of accessory lacrimal glands <sep> glandulae lacrimales accessoriae
fma:Heparan_sulfate_proteoglycan	hspg <sep> heparan sulfate proteoglycan
fma:Cerebellomedullary_cistern	cerebellomedullary cistern <sep> great cistern <sep> cisterna cerebellomedullaris <sep> cisterna magna
fma:Posterior_pole_of_lens	polus posterior (lens) <sep> posterior pole of lens <sep> polus posterior lentis
fma:Fascia_of_plantaris	fascia of plantaris <sep> plantaris fascia
fma:Cochlear_nucleus	cochlear nucleus <sep> cochlear nucleus of acoustic nerve <sep> cochlear nucleus of eighth cranial nerve <sep> nucleus of cochlear nerve
fma:Omohyoid	omohyoid <sep> musculus omohyoideus
fma:Nuclear_lamina	nuclear fibrous lamina <sep> nuclear lamina
fma:CC_chemokine	cc chemokine
fma:Myofilament	myofilament <sep> myofilamentum
fma:Outside	outside
fma:Cuneiform_cartilage	cartilage of morgagni <sep> cartilage of wrisberg <sep> cuneiform cartilage <sep> cartilago cuneiformis
fma:Synovial_fluid	joint fluid <sep> synovial fluid <sep> synovia
fma:Anterior_root_of_spinal_nerve	anterior root of spinal nerve <sep> motor root of spinal nerve <sep> radix anterior (nervus spinalis) <sep> radix motoria (nervus spinalis) <sep> ventral root of spinal nerve <sep> ventral spinal nerve root
fma:Facial_artery	external maxillary artery <sep> facial artery <sep> arteria facialis
fma:Tryptophan	tryptophan
fma:Glandular_cell_of_small_intestine	glandular cell of small intestine <sep> small intestinal glandular cell
fma:Cricotracheal_ligament	cricotracheal ligament <sep> ligamentum cricotracheale
fma:Interventricular_septum	interventricular septum <sep> septum interventriculare
fma:Surface_of_prostate	prostatic surface <sep> surface of prostate <sep> surface of prostate gland
fma:Splenius	splenius <sep> musculus splenius
fma:Adherens_junction	adherens junction <sep> adhesive junction
fma:Humerus	humerus
fma:Gracilis	gracilis <sep> musculus gracilis
fma:Cytoplasmic_organelle	cytoplasmic organelle
fma:Male_genital_system	male genital system <sep> systema genitale masculinum
fma:Head_of_femur	femoral head <sep> head of femur <sep> caput femoris <sep> kopf des schenkelbeins
fma:Centrosome	centrosome
fma:Internal_iliac_artery	internal iliac artery <sep> arteria iliaca interna
fma:Faucial_pillar	faucial pillar <sep> pillar of fauces
fma:Collagen_fibril	collagen fibril
fma:Stem_cell	stem cell
fma:Utriculosaccular_duct	ductus utricosaccularis <sep> utricosaccular duct of membranous labyrinth <sep> utriculosaccular duct <sep> ductus utriculosaccularis
fma:Rete_testis	haller's rete <sep> rete testis
fma:Basal_cell_of_olfactory_epithelium	basal cell of olfactory epithelium <sep> olfactory basal cell
fma:Mononuclear_phagocyte_system	mononuclear phagocyte system <sep> reticuloendothelial system
fma:Middle_mediastinum	middle mediastinal part of chest <sep> middle mediastinum <sep> mediastinum medium
fma:Alimentary_system	alimentary system <sep> digestive system <sep> systema digestorium
fma:Stromal_cell_of_endometrium	endometrial stromal cell <sep> stromal cell of endometrium
fma:Peripheral_nervous_system	peripheral nervous system <sep> pars peripherica <sep> systema nervosum periphericum
fma:Inferior_pancreaticoduodenal_artery	inferior pancreaticoduodenal artery <sep> arteria pancreaticoduodenalis inferior
fma:Olfactory_receptor_cell	bipolar primary olfactory neuron <sep> olfactory receptor <sep> olfactory receptor cell <sep> olfactory receptor neuron
fma:Muscle_spindle	muscle spindle <sep> neuromuscular spindle
fma:Tongue	tongue <sep> lingua
fma:Cricopharyngeus	cricopharyngeal part of inferior constrictor pharyngeus <sep> cricopharyngeal part of inferior pharyngeal constrictor <sep> cricopharyngeus <sep> pars cricopharyngea (musculus constrictor pharyngis inferior) <sep> musculus cricopharyngeus <sep> pars cricopharyngea musculus constrictoris pharyngis inferioris
fma:Cytotrophoblast	cellular trophoblast <sep> cytotrophoblast <sep> cytotrophoblastic cell
fma:Reticulin_fiber	reticulin fiber
fma:Synapse	synapse <sep> synaptic junction <sep> synapsis
fma:Melatonin	melatonin
fma:Bronchopulmonary_lymph_node	bronchopulmonary lymph node <sep> bronchopulmonary node <sep> hilar lymph node
fma:Facial_vein	facial vein <sep> vena facialis
fma:Megakaryoblast	basophilic megakaryoblast <sep> megakaryoblast
fma:Membrane_of_mitochondrion	membrana mitochondrialis <sep> membrane of mitochondrion <sep> mitochondrial membrane <sep> mitochondrion membrane
fma:Striated_muscle_tissue	striated muscle tissue
fma:Left_ventricle	left ventricle <sep> left ventricle of heart <sep> ventriculus cordis sinister <sep> ventriculus sinister
fma:Head_of_pancreas	head of pancreas <sep> pancreatic head <sep> right extremity of pancreas <sep> caput pancreatis
fma:Bone	bone
fma:Median_artery	median artery <sep> arteria comitans nervi mediani
fma:Lobe_of_thyroid_gland	lobe of thyroid gland <sep> lobus (glandula thyroidea) <sep> thyroid gland lobe <sep> lobus glandulae thyroideae
fma:Medial_forebrain_bundle	medial forebrain bundle <sep> medial forebrain fasciculus <sep> telencephalic medial fasciculus <sep> fasciculus longitudinalis telencephali <sep> fasciculus medialis telencephali <sep> fasciculus prosencephalicus medialis
fma:Early_endosome	early endosome <sep> endocytic vesicle <sep> endocytotic vesicle
