Class-IRI	Class-Text
nci:Scrotal_Carcinoma	cancer of scrotum <sep> cancer of the scrotum <sep> carcinoma of scrotum <sep> carcinoma of the scrotum <sep> scrotal cancer <sep> scrotal carcinoma
nci:Scrotal_Melanoma	melanoma of scrotum <sep> melanoma of the scrotum <sep> scrotal melanoma
nci:Scrotal_Paget_s_Disease	paget disease of the scrotum <sep> paget's disease of scrotum <sep> paget's disease of the scrotum <sep> scrotal paget's disease
nci:Scrotal_Squamous_Cell_Carcinoma	scrotal squamous cell carcinoma <sep> squamous cell carcinoma of scrotum <sep> squamous cell carcinoma of the scrotum
nci:Sebaceoma	infundibular adenoma <sep> poroma-like adnexal neoplasm <sep> sebaceoma <sep> sebocrine adenoma <sep> sebomatricoma
nci:Sebaceous_Adenoma	adenoma of sebaceous gland <sep> adenoma of the sebaceous gland <sep> sebaceous adenoma <sep> sebaceous gland adenoma <sep> skin appendage sebaceous adenoma
nci:Skin_Appendage_Adenoma	adenoma of adnexa <sep> adenoma of skin appendage <sep> adnexal adenoma <sep> skin appendage adenoma
nci:Sebaceous_Differentiation	sebaceous differentiation
nci:Sebaceous_Epithelioma	basal cell carcinoma with sebaceous differentiation <sep> basal cell epithelioma with sebaceous differentiation <sep> basosebaceous epithelioma <sep> sebaceous epithelioma <sep> skin basal cell carcinoma with sebaceous differentiation
nci:Sebocyte	sebocyte
nci:Sebum	sebum
nci:Skin_Fluid_or_Secretion	skin fluid and secretion <sep> skin fluid or secretion <sep> skin fluids and secretions <sep> skin-fluids, secretions
nci:Sebum_MMHCC	sebum <sep> sebum (mmhcc)
nci:Secondary_Amyloidosis	secondary amyloidosis
nci:Secondary_Carcinoma	secondary carcinoma
nci:Secondary_Malignant_Neoplasm	secondary cancer <sep> secondary malignancy <sep> secondary malignancy (after treatment of primary cancer) <sep> secondary malignant neoplasm <sep> second cancer
nci:Secondary_Cerebral_Hodgkin_s_Lymphoma	metastatic hodgkin lymphoma to cerebral hemisphere <sep> metastatic hodgkin's lymphoma to cerebral hemisphere <sep> secondary cerebral hodgkin lymphoma <sep> secondary cerebral hodgkin's disease <sep> secondary cerebral hodgkin's lymphoma
nci:Secondary_Lymphoma_of_Heart	metastatic lymphoma to the heart <sep> secondary cardiac lymphoma <sep> secondary heart lymphoma
nci:Secondary_Neoplasm	secondary neoplasm <sep> secondary tumor
nci:Secondary_Oocyte	secondary oocyte
nci:Secretin	secretin
nci:Secretory_Granule	secretory granule
nci:Secretory_Vesicle	secretory vesicle
nci:Segment	segment
nci:Segmental_Bronchus	segmental bronchus <sep> tertiary bronchus
nci:Selectin-L	l-selectin <sep> lymph node homing receptor <sep> lymphocyte adhesion molecule 1 <sep> sell <sep> selectin l
nci:Skull_Base_Neoplasm	neoplasm of skull base <sep> neoplasm of the skull base <sep> neoplasms of skull base <sep> neoplasms of the skull base <sep> skull base neoplasm <sep> skull base neoplasms <sep> skull base tumor <sep> skull base tumors <sep> tumor of skull base <sep> tumor of the skull base <sep> tumors of skull base <sep> tumors of the skull base
nci:Semen	semen
nci:Semimembranosus	semimembranosus
nci:Seminal_Fluid	seminal fluid
nci:Seminal_Vesicle	seminal sacs <sep> seminal vesicle <sep> seminal vesicles
nci:Seminal_Vesicle_Secretion	seminal vesicle secretion
nci:Seminiferous_Tubule	seminiferous tubule <sep> seminiferous tubules
nci:Semispinalis_Capitis	semispinalis capitis
nci:Semispinalis_Cervicis	semispinalis cervicis
nci:Semispinalis_Thoracis	semispinalis thoracis
nci:Semitendinosus	semitendinosus
nci:Septal_Cusp	septal cusp <sep> septal cusp of the tricuspid valve
nci:Tricuspid_Valve	tricuspid valve
nci:Septum_Pellucidum	septum pellucidum
nci:Septum_Primum	septum primum
nci:Serine	2-amino-3-hydroxypropionic acid <sep> s)-2-amino-3-hydroxy-propanoic acid <sep> serine <sep> ser <sep> beta-hydroxyalanine <sep> l-serine
nci:Serine-Threonine_Protein_Kinase_Gene	serine/threonine protein kinase gene
nci:Serosa	serosa <sep> serous membrane
nci:Serotonin	5-ht <sep> 5-hydroxytryptamine <sep> serotonin
nci:Serous_Adenofibroma	serous adenofibroma
nci:Serous_Surface_Papillary_Carcinoma	serous surface papillary carcinoma
nci:Serous_Surface_Papilloma	serous surface papilloma
nci:Serrated_Glandular_Architecture	serrated glandular architecture
nci:Sertoli_Cell	sertoli cell <sep> sertoli cells <sep> sustentacular cell of testis
nci:Serum	sera <sep> serum
nci:Sesamoid_Bone	sesamoid bone
nci:Shaft_of_the_Hair	shaft of the hair
nci:Short_Saphenous_Vein	short saphenous vein
nci:Shoulder_Girdle	shoulder girdle
nci:Sialic_Acid	sialic acid
nci:Sigmoid_Artery	sigmoid artery
nci:Sigmoid_Colon	sigmoid colon
nci:Signet_Ring_Cell	signet ring cell
nci:Signet_Ring_Cell_Basal_Cell_Carcinoma	signet ring cell basal cell carcinoma <sep> skin signet ring cell basal cell carcinoma
nci:Signet_Ring_Melanoma	signet ring melanoma <sep> signet ring skin melanoma <sep> signet-ring melanoma <sep> signet-ring skin melanoma
nci:Signet_Ring_Melanoma_Cell	signet ring melanoma cell
nci:Simple_Epithelium	simple epithelium
nci:Sinoatrial_Node	s-a node <sep> sinoatrial node
nci:Sinonasal_Undifferentiated_Carcinoma	sinonasal anaplastic carcinoma <sep> sinonasal undifferentiated carcinoma
nci:Sinus_Venarum	sinus venarum
nci:Sinus_Venosus	sinus venosus
nci:Skeletal_Fiber	skeletal fiber <sep> skeletal muscle fiber
nci:Skeletal_Muscle_Cell	skeletal muscle cell <sep> skeletal muscle tissue cell
nci:Skene_s_Gland	skene gland <sep> skene's gland
nci:Skin_Adenosquamous_Carcinoma	skin adenosquamous carcinoma
nci:Skin_Basaloid_Squamous_Cell_Carcinoma	basaloid skin squamous cell carcinoma <sep> skin basaloid carcinoma <sep> skin basaloid squamous cell carcinoma
nci:Skin_Melanoma_in_Giant_Pigmented_Nevus	melanoma arising in giant congenital nevus
nci:Skin_Papilloma	cutaneous papilloma <sep> papilloma of skin <sep> papilloma of the skin <sep> skin papilloma
nci:Skin_Pseudovascular_Squamous_Cell_Carcinoma	pseudovascular skin squamous cell carcinoma <sep> skin pseudovascular squamous cell carcinoma
nci:Skin_of_the_Lip	skin of lip <sep> skin of lip, nos <sep> skin of the lip
nci:Slit-Like_Stromal_Retraction_Present	slit-like stromal retraction present
nci:Small_Cardiac_Vein	small cardiac vein
nci:Small_Cell_Sarcoma	small cell sarcoma <sep> small cell sarcomas
nci:Small_Congenital_Melanocytic_Nevus	small congenital melanocytic nevus
nci:Small_Lesion	small lesion
nci:Small_Intestinal_Glandular_Cell	small intestinal glandular cell
nci:Small_Intestinal_Adenosquamous_Carcinoma	small intestinal adenosquamous carcinoma
nci:Small_Intestinal_Fibrosarcoma	fibrosarcoma of small bowel <sep> fibrosarcoma of small intestine <sep> fibrosarcoma of the small bowel <sep> fibrosarcoma of the small intestine <sep> fibrosarcoma, small intestine <sep> small bowel fibrosarcoma <sep> small intestinal fibrosarcoma <sep> small intestine fibrosarcoma
nci:Small_Intestinal_Sarcoma	sarcoma of small bowel <sep> sarcoma of small intestine <sep> sarcoma of the small bowel <sep> sarcoma of the small intestine <sep> sarcoma, small intestinal <sep> small bowel sarcoma <sep> small intestinal sarcoma <sep> small intestine sarcoma
nci:Small_Intestinal_Neuroendocrine_Neoplasm	small intestinal neuroendocrine neoplasm <sep> small intestine neuroendocrine neoplasm <sep> small intestine neuroendocrine tumor
nci:Small_Intestinal_High-Grade_Intraepithelial_Neoplasia	small intestinal high grade intraepithelial neoplasia <sep> small intestinal high-grade dysplasia
nci:Small_Intestinal_Intraepithelial_Neoplasia	small intestinal dysplasia <sep> small intestinal intraepithelial neoplasia
nci:Small_Intestinal_L-Cell_Glucagon-Like_Peptide_Producing_Neoplasm	small intestinal l-cell glucagon-like peptide producing neoplasm <sep> small intestinal l-cell glucagon-like peptide producing tumor
nci:Small_Intestinal_Lipoma	lipoma of small bowel <sep> lipoma of small intestine <sep> lipoma of the small bowel <sep> lipoma of the small intestine <sep> small bowel lipoma <sep> small intestinal lipoma
nci:Small_Intestinal_Low-Grade_Intraepithelial_Neoplasia	small intestinal low grade intraepithelial neoplasia <sep> small intestinal low-grade dysplasia
nci:Small_Intestinal_Medullary_Carcinoma	small intestinal medullary carcinoma
nci:Small_Intestinal_Wall_Tissue	small intestinal wall tissue
nci:Small_Intestinal_Muscular_Coat	small intestinal muscular coat
nci:Small_Intestinal_Muscularis_Mucosa	small intestinal muscularis mucosa
nci:Small_Intestinal_Squamous_Cell_Carcinoma	small intestinal squamous cell carcinoma
nci:Small_Intestinal_Submucosa	small intestinal submucosa
nci:Small_Intestinal_Tubular_Adenoma	small intestinal tubular adenoma
nci:Small_Intestinal_Tubulovillous_Adenoma	small intestinal tubulovillous adenoma
nci:Smegma	smegma
nci:Smoldering_Myeloma	smoldering myeloma
nci:Smooth_Muscle_Tissue_Cell	leiomyocyte <sep> smooth muscle cell <sep> smooth muscle tissue cell
nci:Soft_Palate	soft palate
nci:Soleus	soleus
nci:Solid_Glomus_Tumor	solid glomus tumor
nci:Solid_Nodular_Basal_Cell_Skin_Carcinoma	skin nodular solid basal cell carcinoma
nci:Solid_Pseudopapillary_Carcinoma_of_the_Pancreas	pancreatic solid pseudopapillary carcinoma <sep> solid pseudopapillary carcinoma of pancreas <sep> solid pseudopapillary carcinoma of the pancreas
nci:Solitary_Adult_Fibroma	solitary adult cutaneous fibroma <sep> solitary adult fibroma <sep> solitary adult skin fibroma
nci:Solitary_Mass	solitary mass
nci:Solitary_Nucleus	nucleus tractus solitarius <sep> nucleus of the solitary tract <sep> nucleus of the tractus solitarius <sep> solitary nucleus
nci:Solitary_Osseous_Plasmacytoma	isolated osseous plasmacytoma <sep> isolated plasmacytoma of bone <sep> solitary osseous plasmacytoma <sep> solitary plasmacytoma of bone
nci:Solitary_Plasmacytoma	solitary plasmacytoma
nci:Solitary_Osteochondroma	solitary osteochondroma
nci:Somatostatin	ay 24910 <sep> growth hormone release inhibiting factor <sep> growth hormone-inhibiting hormone <sep> panhibin <sep> sst <sep> somatostatin <sep> somatotropin release inhibiting factors
nci:Sorbitol	sorbitol
nci:Space_of_Fontana	space of fontana
nci:Space_of_Mall	space of mall
nci:Spermatic_Cord	spermatic cord
nci:Spermatid	spermatid <sep> spermatids <sep> spermatoblasts <sep> spermid <sep> spermoblast
nci:Spermatogenic_Cell	spermatogenic cell
nci:Spermatogonium	spermatogonia <sep> spermatogonias <sep> spermatogonium <sep> spermatophores <sep> spermatogone <sep> spermatospore <sep> spermigonium <sep> spermospore
nci:Sphenoid_Bone	sphenoid bone
nci:Sphenoid_Sinus	sinus, sphenoid <sep> sphenoid sinus
nci:Sphenoparietal_Sinus	sphenoparietal sinus
nci:Superficial_Intracranial_Venous_System	superficial intracranial venous system
nci:Sphincter_Pupillae_Muscle	sphincter pupillae muscle
nci:Sphincter_of_Oddi	glisson's sphincter <sep> oddi's sphincter <sep> sphincter of oddi
nci:Spinal_Accessory_Nerve	spinal accessory nerve
nci:Spinal_Accessory_Nerve_Neoplasm	accessory nerve neoplasm <sep> eleventh cranial nerve neoplasm <sep> eleventh cranial nerve neoplasms <sep> eleventh cranial nerve tumor <sep> eleventh cranial nerve tumors <sep> neoplasm of eleventh cranial nerve <sep> neoplasm of spinal accessory nerve <sep> neoplasm of the eleventh cranial nerve <sep> neoplasm of the spinal accessory nerve <sep> spinal accessory nerve neoplasm <sep> spinal accessory nerve neoplasms <sep> spinal accessory nerve tumor <sep> spinal accessory nerve tumors <sep> tumor of eleventh cranial nerve <sep> tumor of spinal accessory nerve <sep> tumor of the eleventh cranial nerve <sep> tumor of the spinal accessory nerve <sep> xith cranial nerve neoplasms <sep> xith cranial nerve tumors
nci:Spinal_Cord_Astrocytoma	astrocytoma of spinal cord <sep> astrocytoma of the spinal cord <sep> spinal astrocytoma <sep> spinal cord astrocytoma
nci:Spinal_Cord_Glial_Neoplasm	glial neoplasm spinal cord <sep> glial tumor of spinal cord <sep> spinal cord glial neoplasm <sep> spinal cord glial neoplasms <sep> spinal cord glial tumor <sep> spinal cord glial tumors
nci:Spinal_Cord_Dura_Mater	spinal cord dura mater
nci:Spinal_Cord_Lipoma	lipoma of spinal cord <sep> spinal cord lipoma
nci:Spinal_Cord_Melanoma	melanoma of spinal cord <sep> melanoma of the spinal cord <sep> spinal cord melanoma
nci:Spinal_Cord_Primitive_Neuroectodermal_Neoplasm	primitive neuroectodermal neoplasm of spinal cord <sep> primitive neuroectodermal neoplasm of the spinal cord <sep> primitive neuroectodermal tumor of spinal cord <sep> primitive neuroectodermal tumor of the spinal cord <sep> spinal cord pnet <sep> spinal cord primitive neuroectodermal neoplasm <sep> spinal cord primitive neuroectodermal tumor
nci:Spinal_Cord_Sarcoma	sarcoma of spinal cord <sep> sarcoma of the spinal cord <sep> spinal cord sarcoma
nci:Spinal_Cord_Tract	ascending and descending tracts of spinal cord <sep> spinal cord tract <sep> spinal cord tracts <sep> tracts of spinal cord
nci:Spinal_Vestibular_Nucleus	spinal vestibular nucleus
nci:Spinalis_Thoracis	spinalis thoracis
nci:Spindle_A_Melanoma_Cell	spindle a melanoma cell
nci:Spindle_B_Melanoma_Cell	spindle b melanoma cell
nci:Spindle_Cell_Hemangioma	sch <sep> spindle -cell hemangioma <sep> spindle cell hemangioendothelioma <sep> spindle cell hemangioma
nci:Spindle_Endothelial_Cell	spindle endothelial cell
nci:Spindle_Cell_Nevus	spindle cell nevus
nci:Spindle_Cell_Sarcoma	spindle cell sarcoma
nci:Spindle_Cell_Sarcomatoid_Squamous_Cell_Skin_Carcinoma	spindle cell (sarcomatoid) squamous cell skin carcinoma <sep> spindle cell squamous carcinoma of skin <sep> spindle cell squamous carcinoma of the skin
nci:Spiral_Organ_of_Corti	spiral organ of corti
nci:Spleen	reticuloendothelial system, spleen <sep> spleen <sep> splenic
nci:Spleen_Part	spleen part
nci:Splenic_Artery	lienal artery <sep> splenic artery
nci:Splenic_Capsule	splenic capsule
nci:Splenic_Tissue	splenic tissue
nci:Splenic_Red_Pulp	red pulp <sep> splenic red pulp
nci:Splenic_Flexure	left colic flexure <sep> splenic flexure <sep> splenic flexure of colon
nci:Splenic_Hilar_Lymph_Node	splenic hilar lymph node
nci:Splenic_Hilum	splenic hilum
nci:Splenic_Pulp	splenic pulp
nci:Splenic_Trabecula	splenic trabecula <sep> splenic trabeculae
nci:Splenic_Vein	splenic vein
nci:Splenic_White_Pulp	splenic white pulp <sep> white pulp
nci:Splenium_of_the_Corpus_Callosum	splenium of the corpus callosum
nci:Sporadic_Cylindroma	sporadic cylindroma
nci:Squamous_Alveolar_Lining_Cell	squamous alveolar lining cell <sep> squamous alveolar lining cells
nci:Squamous_Cell_Carcinoma_In_Situ_of_the_Nipple	intraepidermal squamous carcinoma of nipple <sep> intraepidermal squamous carcinoma of the nipple <sep> nipple intraepidermal squamous carcinoma <sep> squamous cell carcinoma in situ of nipple <sep> squamous cell carcinoma in situ of the nipple
nci:Stage_0_Squamous_Cell_Carcinoma	epidermoid carcinoma in situ <sep> epidermoid cell carcinoma in situ <sep> grade 3 sin <sep> grade 3 squamous intraepithelial neoplasia <sep> grade iii sin <sep> grade iii squamous intraepithelial neoplasia <sep> intraepithelial squamous cell carcinoma <sep> squamous carcinoma in situ <sep> squamous cell carcinoma in situ <sep> stage 0 squamous cell carcinoma
nci:Squamous_Cell_Skin_Papilloma	dyskeratotic papilloma of skin <sep> dyskeratotic papilloma of the skin <sep> dyskeratotic skin papilloma <sep> hyperkeratotic papilloma of skin <sep> hyperkeratotic papilloma of the skin <sep> hyperkeratotic skin papilloma <sep> parakeratotic papilloma of skin <sep> parakeratotic papilloma of the skin <sep> parakeratotic skin papilloma <sep> squamous cell papilloma of skin <sep> squamous cell papilloma of the skin <sep> squamous cell skin papilloma
nci:Squamous_Cell_Thyroid_Gland_Carcinoma	squamous cell thyroid gland carcinoma <sep> thyroid gland squamous cell carcinoma
nci:Thyroglobulin_Positive_Neoplastic_Cells_Present	thyroglobulin positive neoplastic cells present
nci:Squamous_Papillomatosis	squamous papillomatosis
nci:Stage_0_Ampulla_of_Vater_Cancer	ampulla of vater cancer stage 0 <sep> ampulla of vater carcinoma in situ <sep> ampullary carcinoma in situ <sep> stage 0 ampulla of vater cancer <sep> stage 0 ampulla of vater carcinoma <sep> stage 0 ampullary carcinoma
nci:Stage_0_Appendix_Carcinoma	carcinoma in situ of appendix <sep> carcinoma in situ of the appendix <sep> stage 0 appendix cancer <sep> stage 0 appendix carcinoma
nci:Stage_0_Colorectal_Cancer	colorectal cancer, stage 0 <sep> colorectal carcinoma stage 0 <sep> colorectal carcinoma in situ <sep> stage 0 colorectal cancer <sep> stage 0 colorectal carcinoma
nci:Stage_0_Endometrial_Cancer	endometrial carcinoma in situ <sep> stage 0 uterine corpus cancer
nci:Stage_0_Large_Cell_Lung_Carcinoma	stage 0 large cell carcinoma of lung <sep> stage 0 large cell carcinoma of the lung <sep> stage 0 large cell lung cancer <sep> stage 0 large cell lung carcinoma
