Entity-IRI	Entity-Lexicon
fma:Crico_arytenoid_ligament	crico-arytenoid ligament <sep> ligamentum cricoarytenoideum
fma:Extrinsic_ligament_of_larynx	extrinsic ligament of larynx
fma:Crico_oesophageal_tendon	crico-oesophageal tendon <sep> tendo cricooesophageus
fma:Nonskeletal_ligament	nonskeletal ligament
fma:Cricoid_cartilage	cricoid cartilage <sep> cartilago cricoidea
fma:Cricopharyngeus	cricopharyngeal part of inferior constrictor pharyngeus <sep> cricopharyngeal part of inferior pharyngeal constrictor <sep> cricopharyngeus <sep> pars cricopharyngea (musculus constrictor pharyngis inferior) <sep> musculus cricopharyngeus <sep> pars cricopharyngea musculus constrictoris pharyngis inferioris
fma:Zone_of_inferior_pharyngeal_constrictor	inferior pharyngeal constrictor zone <sep> zone of inferior pharyngeal constrictor
fma:Cricothyroid_joint	cricothyroid articulation <sep> cricothyroid joint <sep> articulatio cricothyroidea
fma:Cricothyroid_ligament	cricothyroid ligament
fma:Ligament_organ_component	ligament organ component
fma:Cricothyroid_muscle	cricothyroid <sep> cricothyroid muscle <sep> musculus cricothyroideus
fma:Intrinsic_muscle_of_larynx	intrinsic muscle of larynx
fma:Cricotracheal_ligament	cricotracheal ligament <sep> ligamentum cricotracheale
fma:Crown_of_tooth	anatomical crown <sep> crown of tooth <sep> tooth crown <sep> corona dentis
fma:Segment_of_tooth	segment of tooth <sep> tooth segment
fma:Ligament_of_knee_joint	knee joint ligament <sep> ligament of knee joint
fma:Crus_of_helical_part_of_auricular_cartilage	crus of helical part of auricular cartilage <sep> crus of helix <sep> crus helicis
fma:Subdivision_of_helical_part_of_auricular_cartilage	subdivision of helical part of auricular cartilage
fma:Crypt_of_Lieberkuhn	crypt of lieberkuhn <sep> lieberkuhn crypt
fma:Intestinal_gland	glandula intestinalis <sep> intestinal gland
fma:Crypt_of_Lieberkuhn_of_large_intestine	crypt of lieberkuhn of large intestine <sep> large intestinal crypt of lieberkuhn
fma:Crypt_of_Lieberkuhn_of_small_intestine	crypt of lieberkuhn of small intestine <sep> small intestinal crypt of lieberkuhn
fma:Cube	cube
fma:Cuboid_bone	cuboid <sep> cuboid bone <sep> os cuboideum
fma:Cuboidal_cell	cuboidal cell
fma:Cuneate_fasciculus_of_spinal_cord	burdach's tract <sep> cuneate fascicle of spinal cord <sep> cuneate fasciculus <sep> cuneate fasciculus of spinal cord <sep> fasciculus cuneatus
fma:Fasciculus_of_spinal_cord	fasciculus of spinal cord <sep> spinal cord fasciculus
fma:Cuneate_nucleus	burdach's nucleus <sep> cuneate nucleus <sep> nucleus cuneatus <sep> nucleus cuneatus medialis <sep> nucleus restiformis
fma:Nucleus_of_medulla_oblongata	nucleus of medulla oblongata
fma:Cuneiform_cartilage	cartilage of morgagni <sep> cartilage of wrisberg <sep> cuneiform cartilage <sep> cartilago cuneiformis
fma:Cusp	cusp
fma:Cusp_of_cardiac_valve	cardiac valve cusp <sep> cardiac valvular cusp <sep> cardiac valvule <sep> cusp of cardiac valve <sep> semilunar valvule
fma:Cutaneous_muscle	cutaneous muscle
fma:Fascicular_architecture_of_muscle	fascicular architecture of muscle <sep> myofiber architecture
fma:Cutaneous_vein	cutaneous vein
fma:CxC_chemokine	cxc chemokine
fma:Cylinder	cylinder
fma:Unfaceted_volume	unfaceted volume
fma:Cymba_conchae_of_pinna	cymba conchae of auricle <sep> cymba conchae of pinna <sep> cymba conchae
fma:Subdivision_of_conchal_part_of_pinna	subdivision of concha of auricle <sep> subdivision of concha of pinna <sep> subdivision of conchal part of pinna
fma:Cysteine	cysteine
fma:Cystic_duct	cystic duct <sep> ductus cysticus
fma:Cystic_vein	cholecystic vein <sep> cystic vein <sep> vena cystica
fma:Tributary_of_superior_mesenteric_vein	superior mesenteric venous tributary <sep> tributary of superior mesenteric vein
fma:Cytoplasm	cytoplasm <sep> cytoplasma
fma:Cytoplasmic_granule	cytoplasmic granule
fma:Membranous_cytoplasmic_organelle	membranous cytoplasmic organelle
fma:Cytoplasmic_inclusion	cytoplasmic inclusion
fma:Cytoplasmic_intermediate_filament	cytoplasmic intermediate filament
fma:Intermediate_filament	intermediate filament
fma:Cytoplasmic_intermediate_filament_protein	cytoplasmic intermediate filament protein
fma:Intermediate_filament_protein	intermediate filament protein
fma:Cytoplasmic_organelle	cytoplasmic organelle
fma:Cytoplasmic_organelle_matrix	cytoplasmic organelle matrix <sep> cytoplasmic organelle substance
fma:Portion_of_organelle_substance	organelle substance <sep> portion of organelle substance
fma:Cytoplasmic_vesicle	cytoplasmic vesicle
fma:Cytosine	cytosine
fma:Pyrimidine	pyrimidine
fma:Cytoskeletal_protein	cytoskeletal protein
fma:Cytoskeleton	cytoskeleton
fma:Cytotrophoblast	cellular trophoblast <sep> cytotrophoblast <sep> cytotrophoblastic cell
fma:D2_receptor	d2 receptor
fma:Dopamine_receptor	dopamine receptor
fma:DNA_molecule_region	dna molecule region
fma:Decidua	decidous membrane <sep> decidua
fma:Decidua_basalis	decidua basalis
fma:Decidua_capsularis	decidua capsularis
fma:Decidual_cell	decidual cell
fma:Deep	deep
fma:Deep_artery_of_thigh	deep artery of thigh
fma:Deep_brachial_artery	deep brachial artery <sep> profunda brachii artery <sep> arteria profunda brachii
fma:Deep_cerebral_vein	deep cerebral vein
fma:Deep_circumflex_iliac_artery	deep circumflex iliac artery <sep> arteria circumflexa iliaca profunda <sep> arteria circumflexa ilium profunda
fma:Subdivision_of_external_iliac_artery_proper	external iliac arterial proper subdivision <sep> subdivision of external iliac artery proper
fma:Deep_femoral_artery	arteria profunda femoris <sep> deep femoral artery <sep> profunda femoris artery
fma:Subdivision_of_femoral_artery	femoral arterial subdivision <sep> subdivision of femoral artery
fma:Lymph_node	lymph node <sep> lymphonodus <sep> nodus lymphaticus <sep> nodus lymphoideus
fma:Deep_lymphatic_vessel	deep lymph vessel <sep> deep lymphatic vessel <sep> vas lymphaticum profundum
fma:Lymphatic_vessel	lymph vessel <sep> lymphatic vessel <sep> vas lymphaticum
fma:Deep_middle_cerebral_vein	deep middle cerebral vein <sep> vena media profunda cerebri
fma:Tributary_of_basal_vein	basal venous tributary <sep> tributary of basal vein
fma:Deep_muscle_of_anterior_compartment_of_forearm	deep muscle of anterior compartment of forearm
fma:Muscle_of_anterior_compartment_of_forearm	muscle of anterior compartment of forearm
fma:Muscle_of_posterior_compartment_of_forearm	muscle of posterior compartment of forearm
fma:Deep_muscle_of_posterior_compartment_of_leg	deep muscle of posterior compartment of leg
fma:Muscle_of_posterior_compartment_of_leg	muscle of posterior compartment of leg <sep> posterior crural muscle
fma:Deep_temporal_vein	deep temporal vein
fma:Tributary_of_pterygoid_plexus	pterygoid plexus tributary <sep> tributary of pterygoid plexus
fma:Deep_vein	deep vein
fma:Deferent_duct	deferent duct <sep> vas deferens <sep> ductus deferens
fma:Duct	duct
fma:Delta_cell	delta cell
fma:Deltoid	deltoid <sep> musculus deltoideus
fma:Intrinsic_muscle_of_shoulder	intrinsic muscle of shoulder
fma:Dendrite	dendrite
fma:Dendritic_cell	dendritic cell
fma:Differentiated_hemal_cell	differentiated hemal cell
fma:Irregular_connective_tissue	irregular connective tissue
fma:Dense_regular_collagenous_tissue	dense fibrous connective tissue <sep> dense regular collagenous connective tissue <sep> dense regular collagenous tissue <sep> dense regular connective tissue <sep> typus regularis (textus connectivus collagenosus compactus)
fma:Dental_pulp	dental pulp <sep> pulp of tooth <sep> pulpa dentis
fma:Dental_pulp_cell	dental pulp cell <sep> tooth cell
fma:Dentate_gyrus_of_hippocampal_formation	area dentata <sep> dentate gyrus <sep> dentate gyrus of hippocampal formation <sep> fascia dentata <sep> fascia dentata (crosby) <sep> fascia dentata hippocampi (shantha) <sep> gyrus dentatus
fma:Dentine	dentin <sep> dentine <sep> dentine of tooth <sep> dentinum
fma:Dentition	dentition <sep> set of teeth <sep> teeth <sep> teeth set <sep> dentes
fma:Set_of_organs	organs set <sep> set of organs
fma:Deoxyribonucleic_acid	dna <sep> dna molecule <sep> deoxyribonucleic acid
fma:Depressor_labii_inferioris	depressor labii inferioris <sep> musculus depressor labii inferioris
fma:Dermal_epidermal_junction	dermal-epidermal junction <sep> dermoepidermal junction
fma:Dermis	dermis <sep> corium
fma:Descending_aorta	descending aorta <sep> pars descendens aortae <sep> aorta descendens
fma:Descending_colon	descending colon <sep> colon descendens
fma:Descending_limb_of_loop_of_Henle	descending limb of henle's loop <sep> descending limb of loop of henle
fma:Descending_part_of_duodenum	descending part of duodenum <sep> descending portion of duodenum <sep> pars descendens (duodenum) <sep> second part of duodenum <sep> pars descendens duodeni
fma:Descending_thoracic_aorta	descending thoracic aorta
fma:Desmosome	desmosoma <sep> desmosome <sep> macula adherens
fma:Diaphragm	diaphragm <sep> thoracic diaphragm <sep> diaphragma
fma:Muscle_of_thorax	chest muscle <sep> muscle of thorax <sep> musculus thoracicus <sep> thoracic muscle
fma:Diaphragma_sellae	diaphragma sellae <sep> sellar diaphragm
fma:Diaphysis	body of long bone <sep> diaphysis <sep> shaft of long bone
fma:Diencephalon	between brain <sep> diencephalon <sep> interbrain <sep> mature diencephalon
fma:Segment_of_forebrain	forebrain segment <sep> segment of forebrain
fma:Hemal_cell	haemal cell <sep> hemal cell
fma:Digastric	digastric <sep> musculus digastricus
fma:Suprahyoid_muscle	suprahyoid muscle
fma:Digit	digit
fma:Dilatator_pupillae	dilatator pupillae <sep> dilator muscle of pupil <sep> dilator of pupil <sep> dilator pupillae <sep> musculus dilatator pupillae
fma:Muscle_of_iris	iris muscle <sep> muscle of iris
fma:Dimensional_entity	dimensional entity
fma:Diploid_germ_cell	diploid germ cell
fma:Diploid_nucleated_cell	diploid nucleated cell
fma:Disaccharide	disaccharide
fma:Distal	distal
fma:Distal_convoluted_tubule	distal convoluted renal tubule <sep> distal convoluted tubule <sep> tubulus contortus distalis
fma:Distal_free_limb_segment	distal free limb segment <sep> distal segment of free limb
fma:Distal_medial_striate_artery	distal medial striate artery <sep> heubner's recurrent artery <sep> arteria striata medialis distalis
fma:Distal_part_of_ileum	distal part of ileum <sep> distal portion of ileum <sep> terminal ileum <sep> pars terminalis
fma:Zone_of_ileum	ileum zone <sep> zone of ileum
fma:Distal_phalanx_of_finger	distal phalanx of finger <sep> phalanx distalis manus
fma:Phalanx_of_finger	bone of finger <sep> hand phalanx <sep> phalanx of finger <sep> phalanx of hand
fma:Distal_phalanx_of_toe	distal phalanx of toe <sep> phalanx distalis pedis
fma:Phalanx_of_toe	bone of toe <sep> foot phalanx <sep> phalanx of toe
fma:Dopamine	dopamine
fma:Dopaminergic_neuron	dopaminergic cell <sep> dopaminergic neuron
fma:Dorsal	dorsal
fma:Dorsal_interosseous_of_foot	dorsal interosseous of foot
fma:Interosseous_of_foot	foot interosseous <sep> interosseous of foot
fma:Dorsal_interosseous_of_hand	dorsal interosseous of hand
fma:Interosseous_muscle_of_hand	interosseous muscle of hand
fma:Dorsal_metatarsal_vein	dorsal metatarsal vein <sep> metatarsal vein
fma:Tributary_of_dorsal_venous_arch_of_foot	tributary of dorsal venous arch of foot
fma:Dorsal_nasal_artery	dorsal nasal artery <sep> dorsal nasal branch of ophthalmic artery <sep> external nasal artery <sep> arteria dorsalis nasi
fma:Terminal_branch_of_ophthalmic_artery	terminal branch of ophthalmic artery
fma:Dorsal_nucleus_of_vagus_nerve	dorsal nucleus of vagus nerve <sep> posterior nucleus of vagus nerve <sep> nucleus dorsalis nervi vagi <sep> nucleus posterior nervi vagi
fma:Vagus_nerve_nucleus	nucleus of vagus nerve <sep> tenth cranial nerve nucleus <sep> vagus nerve nucleus
fma:Dorsal_part_of_foot	dorsal part of foot <sep> dorsal region of foot <sep> dorsum of foot <sep> dorsum pedis <sep> regio dorsalis pedis
fma:Segment_of_foot	foot region <sep> foot subdivision <sep> segment of foot <sep> subdivision of foot <sep> regio pedis
fma:Dorsal_root	dorsal root
fma:Dorsalis_pedis_artery	dorsal artery of foot <sep> dorsalis pedis artery <sep> arteria dorsalis pedis
fma:Segment_of_trunk_of_anterior_tibial_artery	segment of trunk of anterior tibial artery
fma:Dorsolateral_fasciculus_of_medulla	dorsolateral fasciculus of medulla <sep> dorsolateral tract <sep> lissauer's tract <sep> posterolateral fasciculus <sep> posterolateral tract <sep> tract of lissauer <sep> zone of lissauer <sep> fasciculus dorsolateralis <sep> tractus posterolateralis <sep> zona lissauer
fma:Tract_of_brain	brain tract <sep> tract of brain
fma:Dorsum_of_tongue	dorsal tongue <sep> dorsum of tongue <sep> tongue dorsum <sep> dorsum linguae
fma:Zone_of_body_of_tongue	zone of body of tongue
fma:Organ_segment	organ region with fixed fiat boundary <sep> organ segment <sep> segment of organ
fma:Duct_of_epididymis	duct of epididymis <sep> epididymis duct <sep> ductus epididymidis
fma:Duct_of_sebaceous_gland	duct of sebaceous gland <sep> sebaceous gland duct
fma:Subdivision_of_sebaceous_gland	sebaceous gland subdivision <sep> subdivision of sebaceous gland
fma:Ductus_arteriosus	ductus arteriosus
fma:Fetal_artery	fetal artery
fma:Ductus_venosus	ductus venosus
fma:Duodenal_gland	brunner's gland <sep> duodenal gland <sep> gland of brunner
fma:Duodenum	duodenum
fma:Dura_mater	dura mater <sep> dura mater of neuraxis <sep> pachymeninx
fma:Meninx	meninx
fma:Dural_venous_sinus	cranial dural venous sinus <sep> dural sinus <sep> dural venous sinus
fma:E_cadherin	e-cadherin <sep> uvomorulin
fma:E_selectin	e-selectin
fma:Selectin	selectin
fma:Ear	ear <sep> auris
fma:Subdivision_of_auriculotemporal_part_of_head	subdivision of auriculotemporal part of head
fma:Early_endosome	early endosome <sep> endocytic vesicle <sep> endocytotic vesicle
fma:Endosome	endosome
fma:Eccrine_sweat_gland	eccrine gland <sep> eccrine sweat gland
fma:Ecto_epithelial_cell	ecto-epithelial cell
fma:Epithelial_cell	epithelial cell <sep> epitheliocyte
fma:Ecto_epithelium	ecto-epithelium
fma:Ectocervix	ectocervix
fma:Segment_of_cervix	cervix segment <sep> segment of cervix
fma:Ectoderm	ectoderm
fma:Embryonic_tissue	embryonic tissue <sep> germ layer
fma:Ectodermal_cell	ectoderm cell <sep> ectodermal cell
fma:Embryonic_cell	embryonic cell
fma:Efferent_ductule	efferent ductule
fma:Eighth_thoracic_vertebra	eighth dorsal vertebra <sep> eighth thoracic vertebra <sep> t8 vertebra
fma:Thoracic_vertebra	dorsal vertebra <sep> thoracic vertebra <sep> vertebra thoracica
fma:Ejaculatory_duct	ejaculatory duct <sep> ductus ejaculatorius
fma:Elastic_cartilage	elastic cartilage
fma:Elastic_fiber	elastic fiber
fma:Intercellular_matrix_component	intercellular matrix component <sep> part of extracellular matrix
fma:Elastin_fiber	elastin fiber
fma:Elbow_joint	elbow joint <sep> articulatio cubiti
fma:Electrical_synapse	electrical synapse
fma:Eleventh_thoracic_vertebra	eleventh dorsal vertebra <sep> eleventh thoracic vertebra <sep> t11 vertebra
fma:Embryo	embryo
fma:Embryonic_cardiac_structure	embryonic cardiac structure
fma:Gestational_space	gestational space
fma:Embryonic_stem_cell	embryonic stem cell
fma:Gestational_structure	gestational structure
fma:Enamel	enamel <sep> enamel of tooth <sep> enamelum
fma:Endo_epithelium	endo-epithelium
fma:Endocardium	endocardium
fma:Tunica_intima	tunica intima
fma:Endocervix	endocervix
fma:Endocrine_cell	endocrine cell
fma:Endocrine_gland	ductless gland <sep> endocrine gland <sep> glandula endocrina
fma:Endocrine_pancreas	endocrine pancreas <sep> pars endocrina pancreatis
fma:Set_of_organ_components	organ components set <sep> set of organ components
fma:Endocrine_system	endocrine system <sep> systema endocrinum
fma:Set_of_heterogeneous_clusters	heteregenous clusters <sep> heterogeneous clusters set <sep> set of heterogeneous clusters
fma:Endoderm	endoderm
fma:Endodermal_cell	endoderm cell <sep> endodermal cell
fma:Endolymph	endolymph <sep> endolympha
fma:Endometrial_stroma	endometrial stroma <sep> stroma of endometrium
fma:Stroma	stroma
fma:Endometrium	endometrium <sep> tunica mucosa (endometrium) <sep> tunica mucosa uteri
fma:Endomysium	endomysium <sep> fascia of muscle fiber
fma:Reticular_tissue	reticular connective tissue <sep> reticular tissue <sep> textus connectivus reticularis
