Entity-IRI	Entity-Lexicon
snomed:Upper_trunk_structure	upper trunk structure
snomed:Disorder_of_ureter	disorder of ureter
snomed:Disorder_of_urethra	disorder of urethra
snomed:Congenital_anomaly_of_vagina	congenital anomaly of vagina
snomed:Disorder_of_vagina	disorder of vagina
snomed:Vaginal_structure	vaginal structure
snomed:Congenital_anomaly_of_vas_deferens	congenital anomaly of vas deferens
snomed:Disorder_of_vas_deferens	disorder of vas deferens
snomed:Vas_deferens_structure	vas deferens structure
snomed:Congenital_anomaly_of_vitreous_body	congenital anomaly of vitreous body
snomed:Disorder_of_vitreous_body	disorder of vitreous body
snomed:Vitreous_body_structure	vitreous body structure
snomed:Congenital_anomaly_of_vomer	congenital anomaly of vomer
snomed:Disorder_of_vomer	disorder of vomer
snomed:Vomer_bone_structure	vomer bone structure
snomed:Congenital_anomaly_of_vulva	congenital anomaly of vulva
snomed:Disorder_of_vulva	disorder of vulva
snomed:Vulval_structure	vulval structure
snomed:Congenital_conduction_defect	congenital conduction defect
snomed:Disorder_of_connective_tissue	disorder of connective tissue
snomed:Congenital_deformity_of_knee_joint	congenital deformity of knee joint
snomed:Disease	disease
snomed:Congenital_disorder_of_facial_nerve	congenital disorder of facial nerve
snomed:Facial_nerve_disorder	facial nerve disorder
snomed:Heterotopic_structure_either_congenital_or_acquired	heterotopic structure either congenital or acquired
snomed:Congenital_ectopic_lens	congenital ectopic lens
snomed:Congenital_ectopic_pupil	congenital ectopic pupil
snomed:Ectopic_pupil	ectopic pupil
snomed:Pupil_structure	pupil structure
snomed:Congenital_esophageal_pouch	congenital esophageal pouch
snomed:Esophageal_diverticulum	esophageal diverticulum
snomed:Female_genitourinary_system_structure	female genitourinary system structure
snomed:Congenital_fissure_of_tongue	congenital fissure of tongue
snomed:Congenital_malformation_of_clitoris	congenital malformation of clitoris
snomed:Disorder_of_female_genital_organs	disorder of female genital organs
snomed:Congenital_malformation_of_ovaries_and_fallopian_tubes	congenital malformation of ovaries and fallopian tubes
snomed:Disorder_of_salivary_structure	disorder of salivary structure
snomed:Salivary_structure	salivary structure
snomed:Congenital_malformation_of_sternum	congenital malformation of sternum
snomed:Congenital_malformation_of_the_eyebrow	congenital malformation of the eyebrow
snomed:Eyebrow_structure	eyebrow structure
snomed:Congenital_malformation_of_trachea_and_bronchus	congenital malformation of trachea and bronchus
snomed:Tracheobronchial_disorder	tracheobronchial disorder
snomed:Malposition	malposition
snomed:Congenital_malposition_of_adrenal_gland	congenital malposition of adrenal gland
snomed:Congenital_malposition_of_aorta	congenital malposition of aorta
snomed:Congenital_malposition_of_cervical_vertebra	congenital malposition of cervical vertebra
snomed:Congenital_malposition_of_lumbar_vertebra	congenital malposition of lumbar vertebra
snomed:Congenital_malposition_of_thoracic_vertebra	congenital malposition of thoracic vertebra
snomed:Congenital_malposition_of_calcaneus	congenital malposition of calcaneus
snomed:Congenital_malposition_of_tarsal_bone	congenital malposition of tarsal bone
snomed:Congenital_malposition_of_cardiac_apex	congenital malposition of cardiac apex
snomed:Congenital_malposition_of_heart	congenital malposition of heart
snomed:Structure_of_apex_of_heart	structure of apex of heart
snomed:Congenital_malposition_of_carotid_artery	congenital malposition of carotid artery
snomed:Congenital_malposition_of_carpal_bone	congenital malposition of carpal bone
snomed:Congenital_malposition_of_caudal_vertebra	congenital malposition of caudal vertebra
snomed:Congenital_malposition_of_digestive_organs	congenital malposition of digestive organs
snomed:Congenital_malposition_of_digit	congenital malposition of digit
snomed:Congenital_malposition_of_ductus_arteriosus	congenital malposition of ductus arteriosus
snomed:Congenital_malposition_of_epididymis	congenital malposition of epididymis
snomed:Congenital_malposition_of_testis	congenital malposition of testis
snomed:Congenital_malposition_of_eye	congenital malposition of eye
snomed:Congenital_malposition_of_fallopian_tube	congenital malposition of fallopian tube
snomed:Congenital_malposition_of_femur	congenital malposition of femur
snomed:Congenital_malposition_of_fibula	congenital malposition of fibula
snomed:Congenital_malposition_of_humerus	congenital malposition of humerus
snomed:Congenital_malposition_of_ilium	congenital malposition of ilium
snomed:Congenital_malposition_of_inferior_vena_cava	congenital malposition of inferior vena cava
snomed:Congenital_malposition_of_intestinal_tract	congenital malposition of intestinal tract
snomed:Congenital_malposition_of_ischium	congenital malposition of ischium
snomed:Congenital_malposition_of_kidney	congenital malposition of kidney
snomed:Congenital_malposition_of_lung	congenital malposition of lung
snomed:Congenital_malposition_of_metacarpal_bone	congenital malposition of metacarpal bone
snomed:Congenital_malposition_of_metatarsal_bone	congenital malposition of metatarsal bone
snomed:Congenital_malposition_of_nasal_turbinate	congenital malposition of nasal turbinate
snomed:Disorder_of_nasal_bone	disorder of nasal bone
snomed:Congenital_malposition_of_ovary	congenital malposition of ovary
snomed:Congenital_malposition_of_pinna	congenital malposition of pinna
snomed:Disorder_of_pinna	disorder of pinna
snomed:Congenital_malposition_of_pubis	congenital malposition of pubis
snomed:Congenital_malposition_of_radius	congenital malposition of radius
snomed:Congenital_malposition_of_rib	congenital malposition of rib
snomed:Congenital_malposition_of_sacral_vertebra	congenital malposition of sacral vertebra
snomed:Congenital_malposition_of_spleen	congenital malposition of spleen
snomed:Congenital_malposition_of_superior_vena_cava	congenital malposition of superior vena cava
snomed:Congenital_malposition_of_talus	congenital malposition of talus
snomed:Congenital_malposition_of_thymus	congenital malposition of thymus
snomed:Congenital_malposition_of_tibia	congenital malposition of tibia
snomed:Congenital_malposition_of_trachea	congenital malposition of trachea
snomed:Congenital_malposition_of_ulna	congenital malposition of ulna
snomed:Congenital_malposition_of_vas_deferens	congenital malposition of vas deferens
snomed:Disorder_of_umbilicus	disorder of umbilicus
snomed:Umbilical_structure	umbilical structure
snomed:Disorder_of_uterus	disorder of uterus
snomed:Uterine_structure	uterine structure
snomed:Congenital_vascular_anomaly_of_eye	congenital vascular anomaly of eye
snomed:Structure_of_ocular_blood_vessel	structure of ocular blood vessel
snomed:Congenital_vascular_malformation	congenital vascular malformation
snomed:Conjunctiva_and_or_cornea_operations	conjunctiva and or cornea operations
snomed:Conjunctival_and_or_corneal_structures	conjunctival and or corneal structures
snomed:Conjunctival_and_corneal_surface_structure	conjunctival and corneal surface structure
snomed:Ocular_surface_finding	ocular surface finding
snomed:Conjunctival_structure	conjunctival structure
snomed:Conjunctival_glands	conjunctival glands
snomed:Ocular_adnexal_part	ocular adnexal part
snomed:Connective_tissue	connective tissue
snomed:Skeletal_material	skeletal material
snomed:Connective_tissue_by_site	connective tissue by site
snomed:Extracellular_material	extracellular material
snomed:Tympanic_membrane_structure	tympanic membrane structure
snomed:Connective_tissue_of_breast	connective tissue of breast
snomed:Connective_tissue_structure_of_testis	connective tissue structure of testis
snomed:Testicular_part	testicular part
snomed:Consistency_finding	consistency finding
snomed:Morphologic_finding	morphologic finding
snomed:Constrictor_muscle_of_pharynx_structure	constrictor muscle of pharynx structure
snomed:Muscle_structure_of_pharynx	muscle structure of pharynx
snomed:Construction	construction
snomed:Surgical_repair	surgical repair
snomed:Context_values	context values
snomed:Contrast_media	contrast media
snomed:Diagnostic_aid	diagnostic aid
snomed:Diagnostic_substance	diagnostic substance
snomed:Drug_pseudoallergen_by_function	drug pseudoallergen by function
snomed:Radiopharmaceutical_agent	radiopharmaceutical agent
snomed:Corneal_endothelium_finding	corneal endothelium finding
snomed:Structure_of_corneal_endothelium	structure of corneal endothelium
snomed:Corneal_epithelium_finding	corneal epithelium finding
snomed:Structure_of_corneal_epithelium	structure of corneal epithelium
snomed:Corneal_part	corneal part
snomed:Corneal_region_structure	corneal region structure
snomed:Corneal_stroma_finding	corneal stroma finding
snomed:Structure_of_substantia_propria_of_cornea	structure of substantia propria of cornea
snomed:Coronary_artery_finding	coronary artery finding
snomed:Disorder_of_vein	disorder of vein
snomed:Coronary_sinus_structure	coronary sinus structure
snomed:Structure_of_cardiac_vein	structure of cardiac vein
snomed:Structure_of_tributary_of_right_atrium	structure of tributary of right atrium
snomed:Corpora_quadrigemina_structure	corpora quadrigemina structure
snomed:Tectum_structure	tectum structure
snomed:Corpus_callosum_structure	corpus callosum structure
snomed:Corpus_penis_structure	corpus penis structure
snomed:Erectile_structure_of_penis	erectile structure of penis
snomed:Corpuscula_lamellosa	corpuscula lamellosa
snomed:Peripheral_sensory_structure	peripheral sensory structure
snomed:Correction_of_inverted_nipples	correction of inverted nipples
snomed:Operation_on_nipple	operation on nipple
snomed:Corticotropic_agent	corticotropic agent
snomed:Hormones_synthetic_substitutes_and_antagonists	hormones synthetic substitutes and antagonists
snomed:Corticotropin_preparation	corticotropin preparation
snomed:Corticotropin_releasing_factor	corticotropin releasing factor
snomed:Hypothalamic_releasing_factor	hypothalamic releasing factor
snomed:Corticotropin_releasing_factor_preparation	corticotropin releasing factor preparation
snomed:Hypothalamic_releasing_factor_preparation	hypothalamic releasing factor preparation
snomed:Costovertebral_joint_structure	costovertebral joint structure
snomed:Costophrenic_angle	costophrenic angle
snomed:Joint_structure_of_thoracic_wall	joint structure of thoracic wall
snomed:Couinaud_liver_segment	couinaud liver segment
snomed:Liver_segment	liver segment
snomed:Cramp_in_foot	cramp in foot
snomed:Finding_of_foot_region	finding of foot region
snomed:Muscle_structure_of_foot	muscle structure of foot
snomed:Cranial_branch_of_vertebral_artery	cranial branch of vertebral artery
snomed:Head_part	head part
snomed:Nerve_part	nerve part
snomed:Cranial_nerve_procedure	cranial nerve procedure
snomed:Procedure_on_nerve	procedure on nerve
snomed:Nerve_root_structure	nerve root structure
snomed:Cranial_pia_mater_structure	cranial pia mater structure
snomed:Pia_mater_structure	pia mater structure
snomed:Skull_finding	skull finding
snomed:Cranium_and_facial_bone_operations	cranium and facial bone operations
snomed:Operation_on_bone_of_skull	operation on bone of skull
snomed:Operation_on_facial_bone	operation on facial bone
snomed:Vein_of_spermatic_cord	vein of spermatic cord
snomed:Cricoarytenoid_articulation_structure	cricoarytenoid articulation structure
snomed:Structure_of_articulations_of_laryngeal_cartilage	structure of articulations of laryngeal cartilage
snomed:Cricoarytenoid_muscle	cricoarytenoid muscle
snomed:Entire_intrinsic_laryngeal_muscle	entire intrinsic laryngeal muscle
snomed:Cricothyroid_articulation_structure	cricothyroid articulation structure
snomed:Structure_of_crown_of_tooth	structure of crown of tooth
snomed:Structure_of_occlusal_surface_of_tooth	structure of occlusal surface of tooth
snomed:Crural_artery	crural artery
snomed:Distal_lower_limb_artery	distal lower limb artery
snomed:Crystalline_lens_finding	crystalline lens finding
snomed:Intertarsal_joint_structure	intertarsal joint structure
snomed:Cuneate_tubercle_structure	cuneate tubercle structure
snomed:Current_or_past_actual	current or past actual
snomed:Temporal_context_value	temporal context value
snomed:Cyclic_tissue_alteration	cyclic tissue alteration
snomed:Growth_alteration	growth alteration
snomed:Cyclotomy	cyclotomy
snomed:Operative_procedure_on_ciliary_body	operative procedure on ciliary body
snomed:Cymba_conchae_structure	cymba conchae structure
snomed:Cysteine	cysteine
snomed:Sulfur_bearing_amino_acid	sulfur-bearing amino acid
snomed:Cysteine_preparation	cysteine preparation
snomed:Cytokeratin_filaments	cytokeratin filaments
snomed:Cytokine	cytokine
snomed:Glycoprotein	glycoprotein
snomed:Mediator_of_immune_response	mediator of immune response
snomed:Cytokine_preparation	cytokine preparation
snomed:Cytoplasmic_inclusion	cytoplasmic inclusion
snomed:Cytoplasmic_matrix	cytoplasmic matrix
snomed:Cytoplasmic_microtubule	cytoplasmic microtubule
snomed:Cytosine	cytosine
snomed:Pyrimidine	pyrimidine
snomed:Cytotoxic_T_lymphocyte	cytotoxic t lymphocyte
snomed:DDigestive_system_symptoms	ddigestive system symptoms
snomed:DSymptoms	dsymptoms
snomed:Finding_reported_by_subject_or_history_provider	finding reported by subject or history provider
snomed:DFlatulence	dflatulence
snomed:DFlatulence_eructation_and_gas_pain	dflatulence eructation and gas pain
snomed:DSymptoms_signs_and_ill_defined_conditions	dsymptoms signs and ill-defined conditions
snomed:D_xylose_preparation	d-xylose preparation
snomed:Xylose	xylose
snomed:Dairy_foods	dairy foods
snomed:Food_allergen	food allergen
snomed:Foods	foods
snomed:Decidua_basalis_structure	decidua basalis structure
snomed:Decidua_structure	decidua structure
snomed:Fetal_implantation_site_structure	fetal implantation site structure
snomed:Gravid_uterus_structure	gravid uterus structure
snomed:Structure_of_product_of_conception	structure of product of conception
snomed:Deep_branch_of_cervical_plexus	deep branch of cervical plexus
snomed:Deep_cervical_lymph_node	deep cervical lymph node
snomed:Inguinal_lymph_node_group	inguinal lymph node group
snomed:Deep_muscle_of_back	deep muscle of back
snomed:Skeletal_muscle_structure_of_back	skeletal muscle structure of back
snomed:Deep_muscle_of_neck	deep muscle of neck
snomed:Entire_skeletal_muscle_of_neck	entire skeletal muscle of neck
snomed:Structure_of_body_compartment	structure of body compartment
snomed:Shoulder_region_structure	shoulder region structure
snomed:Dendrite	dendrite
snomed:Specialized_cell_structure	specialized cell structure
snomed:Shape_finding	shape finding
snomed:Dendritic_cell_system_structure	dendritic cell system structure
