Class-IRI	Class-Text
nci:Chondroitin_Sulfate_Proteoglycan-6	bamacan <sep> basement membrane-associated chondroitin proteoglycan <sep> cspg6 <sep> chondroitin sulfate proteoglycan 6 <sep> chromosome-asociated plypeptide <sep> human chromosome-associated polypeptide <sep> structural maintenance of chromosomes 3 <sep> hcap
nci:Human	homo sapiens <sep> human <sep> human, general
nci:Chondroma	chondroma
nci:Synovial_Membrane	synovial membrane <sep> synovium
nci:Neoplastic_Chondrocyte	neoplastic chondrocyte
nci:Hyaline_Cartilage_Differentiation	hyaline cartilage differentiation
nci:Chondromatosis	chondromatosis
nci:del_8q24_1	del(8q24.1)
nci:Multifocal_Lesion	multifocal lesion
nci:Chordae_Tendineae	chordae tendineae
nci:Trophoblastic_Neoplasm	trophoblastic neoplasm <sep> trophoblastic neoplasms <sep> trophoblastic tumor
nci:Hemorrhage	bleeding <sep> hemorrhage
nci:Necrotic_Change	necrotic change
nci:Malignant_Cytotrophoblastic_Cell	malignant cytotrophoblastic cell
nci:Malignant_Intermediate_Type_Trophoblastic_Cell	malignant intermediate type trophoblastic cell
nci:Malignant_Syncytiotrophoblastic_Giant_Cell	malignant syncytiotrophoblastic giant cell
nci:Human_Chorionic_Gonadotropin_Positive_Neoplastic_Cells_Present	human chorionic gonadotropin positive neoplastic cells present
nci:Choriocarcinoma_Combined_with_Other_Germ_Cell_Elements	choriocarcinoma combined with other germ cell elements
nci:Mixed_Germ_Cell_Neoplasm	combined germ cell neoplasm <sep> combined germ cell tumor <sep> mixed germ cell neoplasm <sep> mixed germ cell tumor
nci:Chorion	chorion <sep> chorionic
nci:Chorionic_Sac	chorionic sac
nci:Choroid	choroid
nci:Uvea	iris, ciliary body and choroid <sep> tunica vasculosa of eyeball <sep> uvea <sep> uveal tract
nci:Choroid_Plexus	choroid plexus
nci:Ventricle_Brain	brain ventricle <sep> ventricle <sep> ventricle of brain <sep> ventricle, brain <sep> ventricles <sep> ventricles, brain
nci:Choroid_Plexus_Epithelium	choroid plexus epithelium
nci:Choroid_Plexus_Epithelium_of_the_Fourth_Ventricle	choroid plexus epithelium of the fourth ventricle
nci:Fourth_Ventricle_of_the_Brain	fourth ventricle <sep> fourth ventricle of brain <sep> fourth ventricle of the brain
nci:Choroid_Plexus_Epithelium_of_the_Lateral_Ventricle	choroid plexus epithelium of the lateral ventricle
nci:Choroid_Plexus_of_the_Fourth_Ventricle	choroid plexus of the fourth ventricle
nci:Roof_of_the_Fourth_Ventricle	roof of the fourth ventricle
nci:Choroid_Plexus_of_the_Lateral_Ventricle	choroid plexus of the lateral ventricle
nci:Choroid_Plexus_of_the_Third_Ventricle	choroid plexus of the third ventricle
nci:Third_Ventricle_of_Brain	third cerebral ventricle <sep> third ventricle <sep> third ventricle of brain <sep> ventricle, third
nci:Choroidal_Fissure	choroidal fissure
nci:Chromaffin_Cell	chromaffin cell <sep> chromaffin cells
nci:Chromatid	chromatid
nci:Chromatin	chromatin
nci:Nucleus	cell nucleus <sep> nucleic <sep> nucleus
nci:Chromatin_Remodeling	chromatin remodeling
nci:Chromatin_Structure_Alteration	chromatin structure alteration
nci:Chromogranin_A_Positive_Neoplastic_Cells_Present	chromogranin a positive neoplastic cells present
nci:Chromophobe_Cell	chromophobe cell
nci:Chromosomal_Aberration	aberrant chromosome <sep> chromosomal aberration <sep> chromosomal abnormalities <sep> chromosomal abnormality <sep> chromosomal alterations <sep> chromosome aberration <sep> chromosome abnormality <sep> chromosome alterations <sep> chromosome anomalies <sep> cytogenetic aberration <sep> cytogenetic abnormality
nci:Molecular_Abnormality	chromosomal, gene, or protein abnormality <sep> cytogenetic or molecular genetic abnormality <sep> genetic abnormality <sep> molecular abnormality
nci:Chromosomal_Deletion	chromosomal deletion <sep> partial monosomy <sep> del
nci:Structural_Chromosomal_Abnormality	structural chromosomal abnormality <sep> structural chromosome aberration <sep> structural chromosome anomalies
nci:Chromosomal_Gain	chromosomal gain
nci:Numerical_Chromosome_Aberration	numerical chromosomal abnormalities <sep> numerical chromosomal abnormality <sep> numerical chromosome aberration <sep> numerical chromosome anomalies <sep> numerical chromosome anomaly
nci:Chromosomal_Loss	chromosomal loss
nci:Chromosomal_Processes	chromosomal processes
nci:M-Phase	m phase <sep> m stage <sep> mitosis stage
nci:Chromosomal_Rearrangement	chromosomal rearrangement
nci:Chromosomal_Translocation	chromosomal translocation <sep> chromosome translocation <sep> t
nci:DNA_Structure	dna structure
nci:Chromosome_Structure	chromosomal organization <sep> chromosomal structure <sep> chromosome organization <sep> chromosome structure
nci:Nuclear_Structure	nuclear structure
nci:Chromosome_X	chromosome x <sep> x chromosome
nci:Human_Chromosome	human chromosome
nci:Chromosome_Y	chromosome y <sep> y chromosome
nci:Chronic_Leukemia	chronic leukemia
nci:Chronic_Lymphadenitis	chronic lymphadenitis
nci:Lymphadenitis	adenitis <sep> lymphadenitis
nci:Chronic_Lymphocytic_Leukemia	b cell cll <sep> b cell chronic lymphocytic leukemia <sep> b cell lymphocytic leukemia <sep> b-cell cll <sep> b-cell chronic lymphocytic leukemia <sep> b-cell chronic lymphogenous leukemia <sep> b-cell chronic lymphoid leukemia <sep> b-cell lymphocytic leukemia <sep> bcll <sep> cll <sep> chronic b-cell lymphocytic leukemia <sep> chronic lymphatic leukemia <sep> chronic lymphocytic leukemia <sep> chronic lymphogenous leukemia
nci:Chronic_Lymphocytic_Leukemia_Small_Lymphocytic_Lymphoma	cll/sll <sep> chronic lymphocytic leukemia/small lymphocytic lymphoma
nci:Common_Hematopoietic_Neoplasm	common hematopoietic neoplasm <sep> common hematopoietic tumor
nci:Leukemic_Small_Lymphocyte_with_Clumped_Chromatin	leukemic small lymphocyte with clumped chromatin
nci:Mature_B-Cell_Lymphocytic_Neoplasm	mature b-cell lymphocytic neoplasm <sep> mature b-cell neoplasm
nci:Fatigue	fatigue <sep> lack of energy
nci:Small_Lymphocyte_with_Clumped_Chromatin	neoplastic small lymphocyte with clumped chromatin
nci:Clonal_Immunoglobulin_Heavy_Chain_Gene_Rearrangement	clonal immunoglobulin heavy chain gene rearrangement <sep> monoclonal immunoglobulin heavy chain gene rearrangement
nci:Clonal_Immunoglobulin_Kappa_Light_Chain_Gene_Rearrangement	clonal immunoglobulin kappa light chain gene rearrangement <sep> monoclonal immunoglobulin kappa light chain gene rearrangement
nci:Clonal_Immunoglobulin_Lambda_Light_Chain_Gene_Rearrangement	clonal immunoglobulin lambda light chain gene rearrangement <sep> monoclonal immunoglobulin lambda light chain gene rearrangement
nci:Chyle_Cistern	chyle cistern
nci:Primary_Lymph_Sac	primary lymph sac
nci:Ciliary_Body	ciliary body
nci:Ciliary_Epithelium	ciliary epithelium
nci:Columnar_Epithelium	columnar epithelium
nci:Ciliary_Process	ciliary process
nci:Ciliary_Muscle	ciliary muscle
nci:Ciliated_Bronchial_Epithelial_Cell	ciliated bronchial epithelial cell
nci:Cilium	cilium
nci:Circular_Sulcus	circular sulcus
nci:Circulatory_Process	circulatory process
nci:Circumflex_Branch_of_the_Left_Coronary_Artery	circumflex branch of left coronary artery <sep> circumflex branch of the left coronary artery
nci:Left_Coronary_Artery_Branch	left coronary artery branch
nci:Circumflex_Iliac_Artery	circumflex iliac artery
nci:External_Iliac_Artery_Branch	external iliac artery branch
nci:Circumvallate_Papilla	circumvallate papilla <sep> vallate papilla
nci:Papilla_of_the_Tongue	papilla of the tongue
nci:Cis-Golgi_Network	cgn <sep> cis-golgi network
nci:Cisterna_of_the_Golgi_Apparatus	cisterna of the golgi apparatus
nci:Cisterna_Magna	cerebellomedullary cistern <sep> cisterna magna
nci:Posterior_Infratentorial_Cistern	posterior infratentorial cistern
nci:Golgi_Apparatus	golgi <sep> golgi apparatus <sep> golgi complex
nci:Cisterna_of_the_Rough_Endoplasmic_Reticulum	cisterna of the rough endoplasmic reticulum
nci:Rough_Endoplasmic_Reticulum	ergastoplasm <sep> granular endoplasmic reticulum <sep> rough er <sep> rough endoplasmic reticulum <sep> rough-surfaced endoplasmic reticulum <sep> rer
nci:Clara_Cell	clara cell <sep> nonciliated bronchiolar epithelial cell
nci:Classic_Lobule	classic lobule
nci:Classical_Eccrine_Poroma	classical eccrine poroma <sep> classical poroma
nci:Poroma_Acrospiroma	eccrine poroma <sep> poroma
nci:Epidermal_Involvement	epidermal involvement
nci:Claustrum	claustrum
nci:Long_Bone	long bone
nci:Clear_Cell	clear cell <sep> clear cells
nci:Clear_Cell-Sugar-Tumor_of_the_Lung	ccstl <sep> clear cell-sugar-tumor of lung <sep> clear cell-sugar-tumor of the lung <sep> lung clear cell tumor <sep> sugar tumor
nci:Lung_Soft_Tissue_Neoplasm	lung soft tissue neoplasm
nci:Neoplasm_with_Perivascular_Epithelioid_Cell_Differentiation	neoplasm with perivascular epithelioid cell differentiation <sep> pecoma
nci:Neoplastic_Spindle_Cell	neoplastic spindle cell
nci:Clear_Cell_Adenocarcinoma	clear cell adenocarcinoma <sep> clear cell carcinoma <sep> mesonephroid clear cell adenocarcinoma <sep> mesonephroid clear cell carcinoma
nci:Clear_Cell_Adenofibroma	clear cell adenofibroma
nci:Neoplastic_Epithelial_Clear_Cell	neoplastic epithelial clear cell
nci:Clear_Cell_Adenoma	clear cell adenoma
nci:Clear_Cell_Basal_Cell_Carcinoma	clear cell basal cell carcinoma <sep> skin clear cell basal cell carcinoma
nci:Clear_Cell_Cystadenofibroma	clear cell cystadenofibroma
nci:Cystadenofibroma	cystadenofibroma
nci:Clear_Cell_Eccrine_Carcinoma	clear cell eccrine carcinoma <sep> hidradenocarcinoma
nci:Clear_Cell_Hidradenoma	clear cell hidradenoma
nci:Hidradenoma	acrospiroma <sep> eccrine acrospiroma <sep> hidradenoma
nci:Clear_Cell_Myomelanocytic_Tumor_of_the_Falciform_Ligament_Ligamentum_Teres	ccmmt <sep> clear cell myomelanocytic tumor of the falciform ligament/ligamentum teres
nci:Falciform_Ligament	falciform ligament
nci:Clear_Cell_Squamous_Cell_Skin_Carcinoma	clear cell squamous cell carcinoma of skin <sep> clear cell squamous cell carcinoma of the skin <sep> clear cell squamous cell skin carcinoma
nci:Malignant_Clear_Squamous_Cell	malignant clear squamous cell
nci:Finding	clinical finding <sep> diagnostic findings <sep> finding <sep> signs and symptoms
nci:Clitoris	clitoris
nci:Clonal_Gene_Rearrangement	clonal gene rearrangement <sep> monoclonal gene rearrangement
nci:Clonal_Cellular_Population_Present	clonal cellular population present <sep> monoclonal cellular population present
nci:Clonal_Eosinophils_Present	clonal eosinophils present <sep> monoclonal eosinophils present
nci:Clonal_Hematopoietic_Stem_Cell	clonal hematopoietic stem cell
nci:Neoplastic_Hematopoietic_Cell	neoplastic hematopoietic and lymphoid cell
nci:Clonal_Immunoglobulin_Gene_Rearrangement	clonal immunoglobulin gene rearrangement <sep> monoclonal immunoglobulin gene rearrangement
nci:Clonal_Immunoglobulin_Light_Chain_Gene_Rearrangement	clonal immunoglobulin light chain gene rearrangement <sep> monoclonal immunoglobulin light chain gene rearrangement
nci:Coagulation	blood coagulation <sep> clotting <sep> coagulation
nci:Coagulation_Process	coagulation process <sep> coagulation-related process
nci:Coagulation_Disorder	coagulation disorder <sep> coagulopathy
nci:Coagulation_Factor	blood coagulation factor <sep> clotting factor <sep> coagulation factor
nci:Coagulation_Factor_Gene	coagulation factor gene
nci:Coagulation_Factor-VIII	antihaemophilic factor <sep> coagulation factor viii <sep> coagulation factor viiic <sep> f8 <sep> factor viii <sep> factor viii f8b <sep> procoagulant component
nci:F8_Gene	coagulation factor viii, procoagulant component (hemophilia a) gene <sep> f8 <sep> f8 gene
nci:Glycoprotein	glycoprotein
nci:Intrinsic_Prothrombin_Activation_Pathway	intrinsic prothrombin activation pathway
nci:Hemophilia_A	factor viii deficiency <sep> hemophilia a
nci:Homeostasis	homeostasis <sep> physiological homeostasis
nci:Coagulation_Factor_Deficiency	coagulation factor deficiency
nci:Genetic_Disorder	genetic condition <sep> genetic disorder <sep> hereditary diseases <sep> molecular disease
nci:Host_Defense_Mechanism	host defense mechanism
nci:Coccygeal_Nerve	coccygeal nerve
nci:Coccygeal_Vertebra	coccygeal vertebra
nci:Coccyx	coccyx
nci:Irregular_Bone	irregular bone
nci:Cochlea	cochlea <sep> cochlear <sep> cochlear organ
nci:Osseous_Labyrinth	bony labyrinth <sep> osseous labyrinth
nci:Cochlear_Duct	cochlear duct
nci:Cochlear_Labyrinth	cochlear labyrinth
nci:Membranous_Labyrinth	membranous labyrinth
nci:Cochlear_Nerve	cochlear nerve <sep> cochlear root of acoustic nerve <sep> cochlear root of eighth cranial nerve
nci:Cochlear_Nuclei	cochlear nuclei
nci:Cochlear_Nucleus	cochlear nucleus
nci:Coeliac_Artery	coeliac artery <sep> coeliac axis <sep> coeliac trunk
nci:Coeliac_Ganglion	celiac ganglion
nci:Sympathetic_Ganglion	sympathetic ganglion
nci:Cognitive_Disturbance	cognitive disturbance
nci:Cognitive_Dysfunction	cognitive dysfunction
nci:Psychiatric_Disorder	mental dysfunction <sep> mental illness <sep> psychiatric disorders <sep> psychiatric disease <sep> psychiatric disorder
nci:Cold_Nodule	cold nodule
nci:Nodule	nodule
nci:Collagen	collagen
nci:Extracellular_Matrix_Protein	extracellular matrix protein
nci:Organogenesis	organogenesis
nci:Structural_Protein	structural protein
nci:Collagen_Gene	collagen gene
nci:Collagen-IV	collagen iv <sep> collagen type iv
nci:Collagen_Bundles_Formation	collagen bundles formation
nci:Collagen_Fiber	collagen fiber
nci:Connective_Tissue_Fiber	connective tissue fiber
nci:Collagen_Fibril	collagen fiber <sep> collagen fibril
nci:Skin_Part	skin part
nci:Extracellular_Matrix_Protein_Gene	extracellular matrix protein gene
nci:Stromal_Change	stromal change
nci:Collateral_Fissure	collateral fissure
nci:Collateral_Sulcus	collateral sulcus
nci:Temporal_Sulcus	temporal sulcus
nci:Collecting_Tube	collecting tube <sep> straight tube
nci:Collum_Dentis	collum dentis <sep> neck of tooth <sep> neck of the tooth
nci:Tooth	teeth <sep> tooth
nci:Colon_Adenocarcinoma	adenocarcinoma of colon <sep> adenocarcinoma of the colon <sep> colon adenocarcinoma <sep> colonic adenocarcinoma
nci:Colorectal_Adenocarcinoma	adenocarcinoma of large bowel <sep> adenocarcinoma of large intestine <sep> adenocarcinoma of the large bowel <sep> adenocarcinoma of the large intestine <sep> colorectal adenocarcinoma <sep> large bowel adenocarcinoma <sep> large intestine adenocarcinoma
nci:Malignant_Colon_Neoplasm	colon neoplasm, malignant <sep> colon tumor, malignant <sep> malignant colon neoplasm <sep> malignant colon tumor <sep> malignant colonic neoplasm <sep> malignant colonic tumor <sep> malignant neoplasm of colon <sep> malignant neoplasm of the colon <sep> malignant tumor of colon <sep> malignant tumor of the colon
nci:Colon_Cavernous_Hemangioma	cavernous angioma of colon <sep> cavernous angioma of the colon <sep> cavernous hemangioma of colon <sep> cavernous hemangioma of the colon <sep> colon cavernous angioma <sep> colon cavernous hemangioma <sep> colonic cavernous angioma <sep> colonic cavernous hemangioma
nci:Gastrointestinal_Hemangioma	angioma of digestive system <sep> angioma of digestive tract <sep> angioma of gastrointestinal system <sep> angioma of gastrointestinal tract <sep> angioma of the digestive system <sep> angioma of the digestive tract <sep> angioma of the gastrointestinal system <sep> angioma of the gastrointestinal tract <sep> digestive angioma <sep> digestive hemangioma <sep> digestive system angioma <sep> digestive system hemangioma <sep> digestive tract angioma <sep> digestive tract hemangioma <sep> gastrointestinal angioma <sep> gastrointestinal hemangioma <sep> gastrointestinal system angioma <sep> gastrointestinal system hemangioma <sep> gastrointestinal tract angioma <sep> gastrointestinal tract hemangioma <sep> hemangioma of digestive system <sep> hemangioma of digestive tract <sep> hemangioma of gastrointestinal system <sep> hemangioma of gastrointestinal tract <sep> hemangioma of the digestive system <sep> hemangioma of the digestive tract <sep> hemangioma of the gastrointestinal system <sep> hemangioma of the gastrointestinal tract
