Entity-IRI	Entity-Lexicon
fma:Accessory_saphenous_vein	accessory saphenous vein <sep> posteromedial vein of thigh <sep> vena saphena accessoria
fma:Tributary_of_great_saphenous_vein	great saphenous venous tributary <sep> tributary of great saphenous vein
fma:Accessory_spleen	accessory spleen <sep> splen accessorius <sep> spleniculus
fma:Accessory_thyroid_gland	aberrant thyroid gland <sep> accessory thyroid gland
fma:Accessory_vertebral_vein	accessory vertebral vein <sep> vena vertebralis accessoria
fma:Acetabular_branch_of_medial_circumflex_femoral_artery	acetabular branch of medial circumflex femoral artery <sep> acetabular branch of medial femoral circumflex artery <sep> ramus acetabularis (arteria circumflexa femoris medialis)
fma:Branch_of_medial_circumflex_femoral_artery	branch of medial circumflex femoral artery <sep> medial circumflex femoral arterial branch
fma:Acetabular_fossa	acetabular fossa <sep> fossa acetabularis (acetabuli) <sep> fossa acetabuli
fma:Surface_of_subdivision_of_hip_bone	surface of subdivision of hip bone
fma:Acetabular_labrum	acetabular labrum <sep> labrum of acetabulum <sep> labrum acetabuli
fma:Acetabular_notch	acetabular notch <sep> incisura acetabuli
fma:Acetylcholine	acetylcholine
fma:Acetylcholine_receptor	acetylcholine receptor
fma:Acinus_of_parotid_gland	acinus of parotid gland <sep> parotid gland acinus
fma:Acromial_articular_facet_of_clavicle	acromial articular facet of clavicle <sep> acromial facet of clavicle <sep> facies articularis acromialis (clavicula) <sep> facies articularis acromialis claviculae
fma:Subdivision_of_surface_of_clavicle	subdivision of surface of clavicle
fma:Acromial_end_of_clavicle	acromial end of clavicle <sep> lateral end of clavicle <sep> extremitas acromialis claviculae
fma:Acrosome	acrosomal cap <sep> acrosomal vesicle <sep> acrosome
fma:Actin_bundling_protein	actin bundling protein <sep> bundling protein
fma:Actin_severing_protein	actin severing protein <sep> severing protein
fma:Adductor_brevis	adductor brevis <sep> musculus adductos brevis <sep> musculus adductor brevis
fma:Adductor_canal	adductor canal <sep> hunter's canal <sep> canalis adductorius
fma:Adductor_hallucis	adductor hallucis <sep> musculus adductor hallucis
fma:Adductor_longus	adductor longus <sep> musculus adductor longus
fma:Adductor_magnus	adductor magnus <sep> musculus adductor magnus
fma:Adductor_pollicis	adductor pollicis <sep> musculus adductor pollicis
fma:Adventitia_of_deferent_duct	adventitia of deferent duct <sep> adventitia of ductus deferens <sep> adventitia of vas deferens <sep> deferent ductal adventitia <sep> tunica adventitia (ductus deferens) <sep> tunica adventitia ductus deferentis
fma:Adventitia_of_region_of_male_genital_duct	adventitia of region of male genital duct
fma:Adventitia_of_esophagus	adventitia of esophagus <sep> adventitia of oesophagus <sep> adventitious layer of esophagus <sep> esophageal adventitia <sep> esophagus adventitia <sep> tunica adventitia (esophagus) <sep> tunica adventitia oesophageae
fma:Adventitia_of_organ	adventitia of organ <sep> organ adventitia
fma:Adventitia_of_organ_region	adventitia of organ region <sep> adventitia of region of organ
fma:Adventitia_of_seminal_vesicle	adventitia of seminal gland <sep> adventitia of seminal vesicle <sep> seminal vesicle adventitia <sep> tunica adventitia (vesicula seminalis) <sep> tunica adventitia glandulae vesiculosae
fma:Adventitia_of_ureter	adventitia of ureter <sep> external adventitia of ureter <sep> ureteral adventitia <sep> tunica adventitia (ureter) <sep> tunica adventitia ureteris
fma:Agger_nasi	agger nasi
fma:Ala_of_ilium	ala of ilium <sep> ilium ala <sep> wing of ilium <sep> ala ossis ilii
fma:Zone_of_ilium	ilium zone <sep> zone of ilium
fma:Ala_of_nose	ala of nose <sep> nasal ala <sep> ala nasi
fma:Subdivision_of_external_nose	external nasal subdivision <sep> nasal region <sep> subdivision of external nose <sep> regio nasalis
fma:Ala_of_sacrum	ala of sacrum <sep> sacrum ala <sep> wing of sacrum <sep> ala ossis sacri
fma:Alar_ligament	alar ligament
fma:Ligament_of_atlanto_occipital_joint	atlanto-occipital joint ligament <sep> ligament of atlanto-occipital joint <sep> ligament of craniovertebral joint
fma:Allocortex	allocortex <sep> heterogenetic cortex
fma:Alpha_actinin	alpha actinin <sep> alpha-actinin
fma:Alveolar_arch	alveolar arch <sep> arcus alveolaris
fma:Alveolar_arch_of_mandible	alveolar arch of mandible <sep> mandibular alveolar arch <sep> arcus alveolaris mandibulae
fma:Alveolar_arch_of_maxilla	alveolar arch of maxilla <sep> maxillary alveolar arch <sep> arcus alveolaris maxillae
fma:Alveolar_atrium	alveolar atrium <sep> atrium alveolare <sep> atrium of alveolus
fma:Alveolar_part_of_mandible	alveolar part of mandible <sep> alveolar process of mandible <sep> pars alveolaris (mandibula) <sep> pars alveolaris mandibulae
fma:Alveolar_process_of_maxilla	alveolar part of maxilla <sep> alveolar process of maxilla <sep> processus alveolaris (maxilla) <sep> processus alveolaris maxillae
fma:Amine_hormone	amine hormone
fma:Ampulla_of_anterior_semicircular_canal	ampulla of anterior semicircular canal <sep> anterior bony ampulla <sep> anterior bony ampulla of anterior semicircular canal <sep> anterior semicircular canal ampulla <sep> ampulla ossea anterior
fma:Ampulla_of_anterior_semicircular_duct_of_membranous_labyrinth	ampulla of anterior semicircular duct of membranous labyrinth <sep> anterior membranous ampulla <sep> ampulla membranacea anterior
fma:Subdivision_of_semicircular_duct	semicircular ductal subdivision <sep> subdivision of semicircular duct
fma:Ampulla_of_deferent_duct	ampulla of deferent duct <sep> ampulla of ductus deferens <sep> ampulla of vas deferens <sep> deferent ductal ampulla <sep> ampulla ductus deferentis
fma:Region_of_deferent_duct	deferent ductal region <sep> region of deferent duct
fma:Ampulla_of_lacrimal_canaliculus	ampulla of lacrimal canaliculus <sep> lacrimal canalicular ampulla <sep> ampulla canaliculi lacrimalis
fma:Region_of_lacrimal_canaliculus	lacrimal canalicular region <sep> region of lacrimal canaliculus
fma:Ampulla_of_lateral_semicircular_canal	ampulla of lateral semicircular canal <sep> lateral bony ampulla <sep> lateral semicircular canal ampulla <sep> ampulla ossea lateralis
fma:Ampulla_of_lateral_semicircular_duct_of_membranous_laybrinth	ampulla of lateral semicircular duct of membranous laybrinth <sep> lateral membranous ampulla <sep> ampulla membranacea lateralis
fma:Ampulla_of_posterior_semicircular_canal	ampulla of posterior semicircular canal <sep> posterior bony ampulla <sep> posterior semicircular canal ampulla <sep> ampulla ossea posterior
fma:Ampulla_of_posterior_semicircular_duct_of_membranous_laybrinth	ampulla of posterior semicircular duct of membranous laybrinth <sep> posterior membranous ampulla <sep> ampulla membranacea posterior
fma:Ampulla_of_uterine_tube	ampulla of fallopian tube <sep> ampulla of oviduct <sep> ampulla of uterine tube <sep> uterine tube ampulla <sep> ampulla tubae uterinae
fma:Zone_of_uterine_tube	subdivision of fallopian tube <sep> subdivision of oviduct <sep> uterine tube zone <sep> zone of uterine tube
fma:Ampullary_groove	ampullary groove <sep> sulcus ampullaris
fma:Anagen_hair	anagen hair
fma:Anal_intersphincteric_groove	anal intersphincteric groove <sep> sulcus intersphinctericus <sep> white line of hilton <sep> sulcus intersphinctericus analis
fma:Region_of_internal_surface_of_anal_canal_viewed_anatomically	region of internal surface of anal canal viewed anatomically <sep> subdivision of internal surface of anal canal
fma:Anal_pecten	anal pecten <sep> stroud's pecten <sep> pecten analis
fma:Anal_skin	anal skin <sep> skin of inferior part of anal canal
fma:Anal_valve	anal valve
fma:Anatomic_snuff_box	anatomic snuff box
fma:Anatomical_border_of_skull_bone	anatomical border of skull bone
fma:Anatomical_line_of_skull	anatomical line of skull <sep> cranial line
fma:Anatomical_border_of_subdivision_of_skull	anatomical border of subdivision of skull
fma:Anatomical_feature	anatomical feature
fma:Anatomical_geometric_coordinate	anatomical geometric coordinate
fma:Anatomical_landmark	anatomical landmark
fma:Anatomical_qualitative_coordinate	anatomical qualitative coordinate
fma:Human_body	human body
fma:Anatomical_line_of_adrenal_gland	anatomical line of adrenal gland
fma:Anatomical_line_of_bone	anatomical line of bone
fma:Anatomical_line_of_eyeball	anatomical line of eyeball
fma:Anatomical_line_of_eyelid	anatomical line of eyelid
fma:Anatomical_line_of_femur	anatomical line of femur
fma:Anatomical_line_of_long_bone	anatomical line of long bone
fma:Anatomical_line_of_flat_bone	anatomical line of flat bone
fma:Anatomical_line_of_foot	anatomical line of foot
fma:Anatomical_line_of_heart	anatomical line of heart
fma:Anatomical_line_of_humerus	anatomical line of humerus
fma:Anatomical_line_of_kidney	anatomical line of kidney
fma:Anatomical_line_of_lung	anatomical line of lung
fma:Anatomical_line_of_ovary	anatomical line of ovary
fma:Anatomical_line_of_pancreas	anatomical line of pancreas
fma:Anatomical_line_of_patella	anatomical line of patella
fma:Anatomical_line_of_pelvis	anatomical line of pelvis
fma:Anatomical_line_of_pinna	anatomical line of pinna
fma:Anatomical_line_of_rib	anatomical line of rib
fma:Anatomical_line_of_small_intestine	anatomical line of small intestine
fma:Anatomical_line_of_spleen	anatomical line of spleen
fma:Anatomical_line_of_sternum	anatomical line of sternum
fma:Anatomical_line_of_stomach	anatomical line of stomach
fma:Anatomical_line_of_ulna	anatomical line of ulna
fma:Anatomical_neck_of_humerus	anatomical neck of humerus <sep> collum anatomicum (humerus) <sep> collum anatomicum humeri
fma:Anatomical_orientation	anatomical orientation <sep> has orientation relation
fma:Anatomical_point_of_skull	anatomical cranial point <sep> anatomical point of skull <sep> cranial osteometric point
fma:Anatomical_position	anatomical configuration <sep> anatomical position
fma:Anconeus	anconeus <sep> musculus anconeus
fma:Angle_of_eighth_rib	angle of eighth rib <sep> eighth rib angle
fma:Angle_of_rib	angle of rib <sep> rib angle <sep> angulus costae
fma:Angle_of_eleventh_rib	angle of eleventh rib <sep> eleventh rib angle
fma:Angle_of_fifth_rib	angle of fifth rib <sep> fifth rib angle
fma:Angle_of_first_rib	angle of first rib <sep> first rib angle
fma:Angle_of_fourth_rib	angle of fourth rib <sep> fourth rib angle
fma:Angle_of_mandible	angle of mandible <sep> mandibular angle <sep> angulus mandibulae
fma:Angle_of_mouth	angle of mouth <sep> mouth angle <sep> angulus oris
fma:Angle_of_ninth_rib	angle of ninth rib <sep> ninth rib angle
fma:Angle_of_second_rib	angle of second rib <sep> second rib angle
fma:Angle_of_seventh_rib	angle of seventh rib <sep> seventh rib angle
fma:Angle_of_sixth_rib	angle of sixth rib <sep> sixth rib angle
fma:Angle_of_tenth_rib	angle of tenth rib <sep> tenth rib angle
fma:Angle_of_third_rib	angle of third rib <sep> third rib angle
fma:Angular_notch_of_stomach	angular incisure of stomach <sep> angular notch of stomach <sep> incisura angularis <sep> incisura angularis gastricae
fma:Subdivision_of_lesser_curvature_of_stomach__line_	subdivision of lesser curvature of stomach (line)
fma:Angular_vein	angular vein <sep> vena angularis
fma:Anisotropic_band	a-band <sep> anisotropic band <sep> discus anisotropicus (stria a)
fma:Region_of_myofibril	myofibril region <sep> region of myofibril
fma:Ankle	ankle <sep> tarsus
fma:Ankyrin	ankyrin
fma:Annular_ligament_of_radius	annular ligament of radius <sep> anular ligament of radius <sep> orbicular ligament of radius <sep> ligamentum anulare radii
fma:Ligament_of_elbow_joint	elbow joint ligament <sep> ligament of elbow joint
fma:Annulate_lamella	annulate lamella
fma:Anococcygeal_nerve	anococcygeal nerve <sep> nervus anococcygeus
fma:Anorectal_junction	anorectal junction <sep> linea anorectalis <sep> junctio anorectalis
fma:Anorectal_lymph_node	anorectal lymph node
fma:Ansa_cervicalis	ansa cervicalis
fma:Trunk_of_branch_of_cervical_nerve_plexus	trunk of branch of cervical nerve plexus
fma:Ansa_lenticularis	ansa lenticularis <sep> ansa lenticularis in thalamus <sep> ventral peduncle of lateral forebrain bundle <sep> ansa lenticularis (monakow) <sep> ansa lenticularis in thalamo
fma:Ansa_of_diencephalon	ansa of diencephalon <sep> diencephalon ansa
fma:Ansa_of_neuraxis	ansa of neuraxis <sep> neuraxis ansa
fma:Ansa_subclavia	ansa subclavia <sep> nerve of vieussens
fma:Branch_of_middle_cervical_ganglion	branch of middle cervical ganglion <sep> middle cervical ganglion branch
fma:Anserine_bursa	anserine bursa <sep> anterior genual bursa <sep> bursa anserina
fma:Antebrachial_fascia	antebrachial fascia <sep> deep fascia of forearm <sep> fascia antebrachii
fma:Zone_of_investing_fascia_of_forearm	zone of investing fascia of forearm
fma:Anterior_abdominal_wall	anterior abdominal wall
fma:Anterior_aortic_sinus	anterior aortic sinus <sep> right coronary aortic sinus <sep> right sinus of valsalva <sep> sinus aortae anterior
fma:Aortic_sinus	aortic sinus <sep> sinus of valsalva <sep> sinus aortae
fma:Anterior_arch_of_atlas	anterior arch of atlas <sep> arcus anterior atlantis
fma:Cervical_vertebral_arch	arch of cervical vertebra <sep> cervical vertebral arch
fma:Anterior_ascending_branch_of_left_pulmonary_artery	anterior ascending branch of left pulmonary artery <sep> ramus anterior ascendens (arteria pulmonalis sinistra)
fma:Subsegmental_branch_of_pulmonary_artery	subsegmental branch of pulmonary artery
fma:Anterior_ascending_branch_of_right_pulmonary_artery	anterior ascending branch of right pulmonary artery <sep> ramus anterior ascendens (arteria pulmonalis dextra)
fma:Anterior_atlanto_occipital_membrane	anterior atlanto-occipital membrane <sep> membrana atlanto-occipitalis anterior <sep> membrana atlantooccipitalis anterior
fma:Atlanto_occipital_membrane	atlanto-occipital membrane
fma:Anterior_auricular_branch_of_superficial_temporal_artery	anterior auricular branch of superficial temporal artery
fma:Anterior_auricular_lymph_node	anterior auricular lymph node <sep> pre-auricular lymph node <sep> pre-auricular node <sep> preauricular node
fma:Deep_parotid_lymph_node	deep parotid lymph node <sep> deep parotid node
fma:Anterior_auricular_nerve	anterior auricular nerve
fma:Branch_of_auriculotemporal_nerve	auriculotemporal neural branch <sep> branch of auriculotemporal nerve
fma:Anterior_axillary_line	anterior axillary line
fma:Axillary_line	axillary line
fma:Anterior_basal_bronchopulmonary_segment	anterior basal bronchopulmonary segment <sep> anterior basal segment of lung
fma:Bronchopulmonary_segment	bronchopulmonary segment
fma:Anterior_basal_segmental_artery	anterior basal segmental artery <sep> anterior basal segmental pulmonary artery
fma:Segmental_pulmonary_artery	segmental pulmonary arterial tree <sep> segmental pulmonary artery
fma:Anterior_basal_segmental_bronchus	anterior basal segmental bronchus <sep> anterior basal segmental bronchus [b viii] <sep> anterior basal segmental bronchus of lower lobe <sep> b8 <sep> bronchus segmentalis basalis anterior [b viii] <sep> bronchus segmentalis basalis anterior [bviii]
fma:Basal_segmental_bronchus	basal segmental bronchus
fma:Anterior_basal_segmental_vein	anterior basal bronchopulmonary segment of inferior pulmonary vein <sep> anterior basal segmental vein <sep> v8
fma:Segmental_pulmonary_vein	segmental pulmonary vein
fma:Anterior_belly_of_digastric	anterior belly of digastric <sep> venter anterior (musculus digastricus) <sep> venter posterior musculus digastrici anterior
fma:Belly_of_digastric	belly of digastric <sep> digastric belly
fma:Anterior_border_of_lobe_of_thyroid_gland	anterior border of lobe of thyroid gland
fma:Border_of_lobe_of_thyroid_gland	border of lobe of thyroid gland
fma:Anterior_border_of_testis	anterior border of testis <sep> margo anterior testis
fma:Anterior_branch_of_great_auricular_nerve	anterior branch of great auricular nerve <sep> greater auricular nerve anterior branch <sep> ramus anterior (nervus auricularis magnus) <sep> ramus anterior nervus auricularis magnus
fma:Branch_of_great_auricular_nerve	branch of great auricular nerve <sep> great auricular neural branch
fma:Anterior_branch_of_obturator_nerve	anterior branch of obturator nerve <sep> obturator nerve anterior branch <sep> ramus anterior nervus obturatorii
fma:Branch_of_obturator_nerve	branch of obturator nerve <sep> obturator neural branch
fma:Anterior_branch_of_right_hepatic_duct	anterior branch of right hepatic duct <sep> ramus anterior ducti hepatici dextri
fma:Anterior_branch_of_superior_cervical_ganglion	anterior branch of superior cervical ganglion
fma:Branch_of_superior_cervical_ganglion	branch of superior cervical ganglion <sep> superior cervical ganglion branch
