Entity-IRI	Entity-Lexicon
snomed:Entire_body_of_axis	entire body of axis
snomed:Entire_body_of_cervical_vertebra	entire body of cervical vertebra
snomed:Structure_of_body_of_axis	structure of body of axis
snomed:Structure_of_body_of_cervical_vertebra	structure of body of cervical vertebra
snomed:Entire_body_region	entire body region
snomed:Entire_body_surface_region	entire body surface region
snomed:Structure_of_body_surface_region	structure of body surface region
snomed:Entire_bone_of_extremity	entire bone of extremity
snomed:Entire_bone_organ	entire bone organ
snomed:Entire_bone_of_foot	entire bone of foot
snomed:Entire_bone_of_lower_extremity	entire bone of lower extremity
snomed:Entire_bone_of_upper_extremity	entire bone of upper extremity
snomed:Entire_bone_of_wrist	entire bone of wrist
snomed:Entire_bone_organ_of_wrist_and_or_hand	entire bone organ of wrist and or hand
snomed:Entire_short_bone	entire short bone
snomed:Entire_border_of_kidney	entire border of kidney
snomed:Entire_region_of_kidney	entire region of kidney
snomed:Structure_of_border_of_kidney	structure of border of kidney
snomed:Entire_cartilaginous_joint	entire cartilaginous joint
snomed:Entire_joint	entire joint
snomed:Entire_cochlear_promontory_of_tympanic_cavity	entire cochlear promontory of tympanic cavity
snomed:Structure_of_cochlear_promontory_of_tympanic_cavity	structure of cochlear promontory of tympanic cavity
snomed:Entire_joint_of_rib	entire joint of rib
snomed:Entire_synchondrosis	entire synchondrosis
snomed:Entire_costomediastinal_sinus	entire costomediastinal sinus
snomed:Entire_pleural_recess	entire pleural recess
snomed:Structure_of_costomediastinal_sinus	structure of costomediastinal sinus
snomed:Entire_dartos_layer_of_scrotum	entire dartos layer of scrotum
snomed:Structure_of_dartos_layer_of_scrotum	structure of dartos layer of scrotum
snomed:Entire_deep_flexor_tendon_of_finger	entire deep flexor tendon of finger
snomed:Entire_flexor_tendon_of_finger	entire flexor tendon of finger
snomed:Structure_of_deep_flexor_tendon_of_finger	structure of deep flexor tendon of finger
snomed:Entire_deep_plantar_branch_of_arcuate_artery	entire deep plantar branch of arcuate artery
snomed:Structure_of_deep_plantar_branch_of_arcuate_artery	structure of deep plantar branch of arcuate artery
snomed:Entire_diaphysis	entire diaphysis
snomed:Entire_distal_carpal_bone	entire distal carpal bone
snomed:Entire_distal_end_of_ulna	entire distal end of ulna
snomed:Entire_distal_shaft_of_ulna	entire distal shaft of ulna
snomed:Entire_distal_third_of_shaft_of_bone	entire distal third of shaft of bone
snomed:Structure_of_distal_shaft_of_ulna	structure of distal shaft of ulna
snomed:Structure_of_distal_third_of_shaft_of_bone	structure of distal third of shaft of bone
snomed:Entire_dorsal_interosseous_muscle_of_foot	entire dorsal interosseous muscle of foot
snomed:Interosseous_muscle_of_foot	interosseous muscle of foot
snomed:Structure_of_dorsal_interosseous_muscle_of_foot	structure of dorsal interosseous muscle of foot
snomed:Entire_dorsal_interosseus_muscle_of_hand	entire dorsal interosseus muscle of hand
snomed:Entire_interosseous_muscle_of_hand	entire interosseous muscle of hand
snomed:Structure_of_dorsal_interosseous_muscle_of_hand	structure of dorsal interosseous muscle of hand
snomed:Entire_erector_spinae_muscle	entire erector spinae muscle
snomed:Structure_of_erector_spinae_muscle	structure of erector spinae muscle
snomed:Entire_gland_organ_component	entire gland organ component
snomed:Entire_intercostal_muscle	entire intercostal muscle
snomed:Structure_of_external_intercostal_muscle	structure of external intercostal muscle
snomed:Entire_fascia_of_head_orbit_AND_OR_neck	entire fascia of head orbit and or neck
snomed:Entire_fascia_of_lower_extremity	entire fascia of lower extremity
snomed:Structure_of_fascia_of_lower_extremity	structure of fascia of lower extremity
snomed:Entire_fascia_of_upper_extremity	entire fascia of upper extremity
snomed:Structure_of_fascia_of_upper_extremity	structure of fascia of upper extremity
snomed:Entire_fibula	entire fibula
snomed:Entire_long_bone	entire long bone
snomed:Entire_flexor_digitorum_pedis_longus_muscle_tendon	entire flexor digitorum pedis longus muscle tendon
snomed:Structure_of_flexor_digitorum_pedis_longus_muscle_tendon	structure of flexor digitorum pedis longus muscle tendon
snomed:Entire_flexor_tendon	entire flexor tendon
snomed:Structure_of_flexor_tendon	structure of flexor tendon
snomed:Entire_tendon_of_finger	entire tendon of finger
snomed:Structure_of_flexor_tendon_of_finger	structure of flexor tendon of finger
snomed:Entire_fossa_ovalis_of_heart	entire fossa ovalis of heart
snomed:Structure_of_fossa_ovalis_of_heart	structure of fossa ovalis of heart
snomed:Entire_frontal_lobe_gyrus	entire frontal lobe gyrus
snomed:Structure_of_frontal_lobe_gyrus	structure of frontal lobe gyrus
snomed:Entire_hemorrhoidal_plexus	entire hemorrhoidal plexus
snomed:Entire_pelvic_vein	entire pelvic vein
snomed:Entire_venous_network	entire venous network
snomed:Structure_of_hemorrhoidal_plexus	structure of hemorrhoidal plexus
snomed:Entire_immunoglobulin	entire immunoglobulin
snomed:Immunoglobulin_structure	immunoglobulin structure
snomed:Structure_of_innermost_intercostal_muscle	structure of innermost intercostal muscle
snomed:Entire_skeletal_muscle_of_thorax	entire skeletal muscle of thorax
snomed:Structure_of_intercostal_muscle	structure of intercostal muscle
snomed:Structure_of_internal_intercostal_muscle	structure of internal intercostal muscle
snomed:Entire_intrinsic_hand_muscle	entire intrinsic hand muscle
snomed:Structure_of_interosseous_muscle_of_hand	structure of interosseous muscle of hand
snomed:Entire_interspinalis_muscle	entire interspinalis muscle
snomed:Structure_of_interspinalis_cervicis_muscle	structure of interspinalis cervicis muscle
snomed:Entire_interspinalis_lumborum_muscle	entire interspinalis lumborum muscle
snomed:Extensor_of_lumbar_intervertebral_joint	extensor of lumbar intervertebral joint
snomed:Structure_of_interspinalis_lumborum_muscle	structure of interspinalis lumborum muscle
snomed:Entire_transversospinalis_muscle	entire transversospinalis muscle
snomed:Structure_of_interspinalis_muscle	structure of interspinalis muscle
snomed:Entire_joint_of_vertebral_column	entire joint of vertebral column
snomed:Entire_symphysis	entire symphysis
snomed:Structure_of_intestinal_gland	structure of intestinal gland
snomed:Entire_intrinsic_auricular_muscle	entire intrinsic auricular muscle
snomed:Structure_of_intrinsic_auricular_muscle	structure of intrinsic auricular muscle
snomed:Entire_skeletal_muscle_of_hand	entire skeletal muscle of hand
snomed:Intrinsic_muscle_of_hand_structure	intrinsic muscle of hand structure
snomed:Entire_laryngeal_muscle	entire laryngeal muscle
snomed:Structure_of_intrinsic_laryngeal_muscle	structure of intrinsic laryngeal muscle
snomed:Entire_joint_between_lumbar_vertebral_bodies	entire joint between lumbar vertebral bodies
snomed:Entire_joint_of_lumbar_vertebra	entire joint of lumbar vertebra
snomed:Within_region_joint_of_vertebral_bodies	within region joint of vertebral bodies
snomed:Entire_joint_between_thoracic_vertebral_bodies	entire joint between thoracic vertebral bodies
snomed:Entire_joint_of_thoracic_vertebra	entire joint of thoracic vertebra
snomed:Entire_joint_of_lower_limb	entire joint of lower limb
snomed:Joint_structure_of_lower_extremity	joint structure of lower extremity
snomed:Lumbar_spine_joint_structure	lumbar spine joint structure
snomed:Entire_joint_of_pelvis	entire joint of pelvis
snomed:Entire_joint_of_trunk	entire joint of trunk
snomed:Joint_of_pelvis_or_upper_leg	joint of pelvis or upper leg
snomed:Entire_joint_of_thoracic_wall	entire joint of thoracic wall
snomed:Thoracic_spine_joint_structure	thoracic spine joint structure
snomed:Joint_structure_of_trunk	joint structure of trunk
snomed:Entire_labrum_glenoidale	entire labrum glenoidale
snomed:Structure_of_labrum_glenoidale	structure of labrum glenoidale
snomed:Laryngeal_muscle_structure	laryngeal muscle structure
snomed:Entire_lateral_aspect_of_ovary	entire lateral aspect of ovary
snomed:Structure_of_lateral_aspect_of_ovary	structure of lateral aspect of ovary
snomed:Entire_lateral_aspect_of_testis	entire lateral aspect of testis
snomed:Structure_of_lateral_aspect_of_testis	structure of lateral aspect of testis
snomed:Entire_lateral_cricoarytenoid_muscle	entire lateral cricoarytenoid muscle
snomed:Structure_of_lateral_cricoarytenoid_muscle	structure of lateral cricoarytenoid muscle
snomed:Entire_left_posterior_descending_branch_of_circumflex_branch_of_left_coronary_artery	entire left posterior descending branch of circumflex branch of left coronary artery
snomed:Entire_posterior_descending_branch_of_right_coronary_artery	entire posterior descending branch of right coronary artery
snomed:Structure_of_left_posterior_descending_branch_of_circumflex_branch_of_left_coronary_artery	structure of left posterior descending branch of circumflex branch of left coronary artery
snomed:Entire_left_triangular_ligament	entire left triangular ligament
snomed:Entire_triangular_ligament	entire triangular ligament
snomed:Structure_of_left_triangular_ligament	structure of left triangular ligament
snomed:Structure_of_levator_costae_muscle	structure of levator costae muscle
snomed:Entire_levator_veli_palatini_muscle	entire levator veli palatini muscle
snomed:Entire_muscle_of_palate_AND_OR_fauces	entire muscle of palate and or fauces
snomed:Structure_of_levator_veli_palatini_muscle	structure of levator veli palatini muscle
snomed:Entire_ligament	entire ligament
snomed:Entire_ligament_non_skeletal	entire ligament non-skeletal
snomed:Non_skeletal_ligament_structure	non-skeletal ligament structure
snomed:Structure_of_ligament_of_elbow_joint	structure of ligament of elbow joint
snomed:Entire_ligament_of_foot	entire ligament of foot
snomed:Structure_of_ligament_of_foot	structure of ligament of foot
snomed:Entire_ligament_of_liver	entire ligament of liver
snomed:Entire_peritoneal_fold	entire peritoneal fold
snomed:Structure_of_ligament_of_liver	structure of ligament of liver
snomed:Entire_ligament_of_metatarsophalangeal_joint	entire ligament of metatarsophalangeal joint
snomed:Structure_of_ligament_of_metatarsophalangeal_joint	structure of ligament of metatarsophalangeal joint
snomed:Entire_ligament_of_spine	entire ligament of spine
snomed:Structure_of_ligament_of_spine	structure of ligament of spine
snomed:Entire_ligament_of_trunk	entire ligament of trunk
snomed:Entire_lumbar_region	entire lumbar region
snomed:Lateral_anterior_abdominal_surface_region	lateral anterior abdominal surface region
snomed:Lumbar_region_back_structure	lumbar region back structure
snomed:Entire_lumbosacral_joint	entire lumbosacral joint
snomed:Structure_of_lumbosacral_joint	structure of lumbosacral joint
snomed:Entire_lumbrical_muscle_of_foot	entire lumbrical muscle of foot
snomed:Entire_plantar_muscle_of_foot	entire plantar muscle of foot
snomed:Structure_of_lumbrical_muscle_of_foot	structure of lumbrical muscle of foot
snomed:Entire_lumbrical_muscle_of_hand	entire lumbrical muscle of hand
snomed:Structure_of_lumbrical_muscle_of_hand	structure of lumbrical muscle of hand
snomed:Entire_medial_aspect_of_ovary	entire medial aspect of ovary
snomed:Structure_of_medial_aspect_of_ovary	structure of medial aspect of ovary
snomed:Entire_medial_aspect_of_testis	entire medial aspect of testis
snomed:Structure_of_medial_aspect_of_testis	structure of medial aspect of testis
snomed:Entire_middle_third_of_shaft_of_bone	entire middle third of shaft of bone
snomed:Structure_of_middle_third_of_shaft_of_bone	structure of middle third of shaft of bone
snomed:Entire_midshaft_of_ulna	entire midshaft of ulna
snomed:Structure_of_midshaft_of_ulna	structure of midshaft of ulna
snomed:Entire_skeletal_muscle_of_tongue_palate_pharynx_AND_OR_nose	entire skeletal muscle of tongue palate pharynx and or nose
snomed:Structure_of_muscle_of_palate_AND_OR_fauces	structure of muscle of palate and or fauces
snomed:Entire_muscle_of_upper_arm	entire muscle of upper arm
snomed:Entire_olecranon	entire olecranon
snomed:Structure_of_olecranon	structure of olecranon
snomed:Structure_of_orbital_gyrus	structure of orbital gyrus
snomed:Entire_organ_cavity_subdivision	entire organ cavity subdivision
snomed:Entire_palatine_mucous_membrane	entire palatine mucous membrane
snomed:Structure_of_palatine_mucous_membrane	structure of palatine mucous membrane
snomed:Entire_vein_of_trunk	entire vein of trunk
snomed:Structure_of_pelvic_vein	structure of pelvic vein
snomed:Structure_of_peritoneal_fold	structure of peritoneal fold
snomed:Entire_peroneal_longus_plantaris_muscle_tendon	entire peroneal longus plantaris muscle tendon
snomed:Structure_of_peroneal_longus_plantaris_muscle_tendon	structure of peroneal longus plantaris muscle tendon
snomed:Entire_plantar_ligament_of_metatarsophalangeal_joint	entire plantar ligament of metatarsophalangeal joint
snomed:Structure_of_plantar_ligaments_of_metatarsophalangeal_joints	structure of plantar ligaments of metatarsophalangeal joints
snomed:Entire_skeletal_muscle_of_foot	entire skeletal muscle of foot
snomed:Entire_plantaris_muscle_tendon	entire plantaris muscle tendon
snomed:Structure_of_plantaris_muscle_tendon	structure of plantaris muscle tendon
snomed:Structure_of_pleural_recess	structure of pleural recess
snomed:Entire_plica_interureterica	entire plica interureterica
snomed:Structure_of_plica_interureterica	structure of plica interureterica
snomed:Entire_posterior_cricoarytenoid_muscle	entire posterior cricoarytenoid muscle
snomed:Structure_of_posterior_cricoarytenoid_muscle	structure of posterior cricoarytenoid muscle
snomed:Structure_of_posterior_descending_branch_of_right_coronary_artery	structure of posterior descending branch of right coronary artery
snomed:Entire_posterior_scrotal_branch_of_internal_pudendal_artery	entire posterior scrotal branch of internal pudendal artery
snomed:Structure_of_posterior_scrotal_branch_of_internal_pudendal_artery	structure of posterior scrotal branch of internal pudendal artery
snomed:Entire_proximal_carpal_bone	entire proximal carpal bone
snomed:Entire_proximal_shaft_of_ulna	entire proximal shaft of ulna
snomed:Structure_of_proximal_shaft_of_ulna	structure of proximal shaft of ulna
snomed:Structure_of_proximal_third_of_shaft_of_bone	structure of proximal third of shaft of bone
snomed:Structure_of_region_of_kidney	structure of region of kidney
snomed:Entire_right_triangular_ligament	entire right triangular ligament
snomed:Structure_of_right_triangular_ligament	structure of right triangular ligament
